,Unnamed: 0,bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country,wk:page,wordcount
0,4597,"-62.717148461,-11.0734359706,-62.3524352864,-10.7094727228",uuuu,85633009.0,,27f7b4209974f5a0f77f51c9ea515135,,f66e6bea6d452d5acc741cc2f5c631b9,-10.889344,-62.532357,102058977.0,uuuu,BR,BR,1452296648.0,-10.888163,-62.532363,0.0,NOVA UNIÃO,85682003.0,102/058/977/102058977.geojson,county,85682003.0,quattroshapes,,,BR,"Nova União, Minas Gerais",54
1,4598,"-61.6786195743,-12.6260962514,-61.1420878531,-12.0005052096",uuuu,85633009.0,,700dce071cc75ff5fcdb9b920d42e7e3,,6a464ee5a7952ecb747b324a3ae6082f,-12.262327,-61.415384,102058979.0,uuuu,BR,BR,1452296642.0,-12.284084,-61.393526,0.0,Parecis,85682003.0,102/058/979/102058979.geojson,county,85682003.0,quattroshapes,,,BR,Parecis,26
2,4599,"-62.1178725167,-13.5575744888,-60.7051819233,-12.4634673586",uuuu,85633009.0,,1f97f0699547cc22ba53713721908543,,6db2a16b11c05fa849148330673d9c77,-13.173876,-61.545307,102058981.0,uuuu,BR,BR,1452296647.0,-13.039923,-61.79066,0.0,Pimenteiras Do Oeste,85682003.0,102/058/981/102058981.geojson,county,85682003.0,quattroshapes,,,BR,Pimenteiras do Oeste,26
4,4601,"-61.5642976691,-12.0903216494,-61.3636740106,-11.7431695132",uuuu,85633009.0,,721e3236c78de940c84ff233a2d2186a,,861ceeca89f4ff76065342063af6621b,-11.904968,-61.46707,102058987.0,uuuu,BR,BR,1452296640.0,-11.895635,-61.465179,0.0,SÃO FELIPE D'OESTE,85682003.0,102/058/987/102058987.geojson,county,85682003.0,quattroshapes,,,BR,São Felipe d'Oeste,26
6,4603,"-63.6801145583,-12.3094113262,-62.8374911576,-11.4629582919",uuuu,85633009.0,,4a729a3cfbaeb6c394e385c21d73033f,,3085e2ce6b3267fc6c5737cc9f3afaba,-11.807218,-63.230699,102058991.0,uuuu,BR,BR,1452296637.0,-11.765308,-63.18955,0.0,Seringueiras,85682003.0,102/058/991/102058991.geojson,county,85682003.0,quattroshapes,,,BR,Seringueiras,24
8,4605,"-62.6699436243,-10.3726304702,-61.9544177713,-9.80582531756",uuuu,85633009.0,,3d005674b83ab394d1dbc1fc7dbaed7e,,7efa9e595daaf712ec3132923cec6c1a,-10.121769,-62.342505,102058995.0,uuuu,BR,BR,1452296645.0,-10.113936,-62.372308,0.0,Theobroma,85682003.0,102/058/995/102058995.geojson,county,85682003.0,quattroshapes,,,BR,Theobroma,315
9,4606,"-62.6913172373,-11.2247696126,-62.1439762559,-11.0049774926",uuuu,85633009.0,,3734de99a7c50e3aa303f4be8222cecd,,7b24df4d91439ca90f3e137c5597373a,-11.103953,-62.42441,102058997.0,uuuu,BR,BR,1452296643.0,-11.097303,-62.424494,0.0,URUPÃ,85682003.0,102/058/997/102058997.geojson,county,85682003.0,quattroshapes,,,BR,Urupá,24
10,4607,"-62.4307274581,-10.0546101722,-61.4767955458,-9.32682576555",uuuu,85633009.0,,a3e7f06efad8f5f0abda5d9993ebb619,,0520397a1ca70b3c06f076f9a81b9b13,-9.732432,-61.939096,102058999.0,uuuu,BR,BR,1452296645.0,-9.866062,-62.130646,0.0,Vale Do Anari,85682003.0,102/058/999/102058999.geojson,county,85682003.0,quattroshapes,,,BR,Vale do Anari,128
12,4609,"-64.8252537041,3.12434297997,-60.5949541811,4.32538546022",uuuu,85633009.0,,08972cb0bc765151af0627441e3913bb,,e3867017b90891931c8e9036a13119c8,3.732908,-62.436952,102059005.0,uuuu,BR,BR,1452296930.0,3.644133,-62.292076,0.0,Amajari,85682011.0,102/059/005/102059005.geojson,county,85682011.0,quattroshapes,,,BR,Amajari,37
13,4610,"-64.2552467734,2.46495585548,-61.0005114519,3.7421238849",uuuu,85633009.0,,1bbf00e48a227f51796537d80e8ca637,,9afafe5a25fcd5085cab6bdac08629e3,3.078257,-62.755525,102059007.0,uuuu,BR,BR,1452296929.0,3.19904,-63.409378,0.0,Alto Alegre,85682011.0,102/059/007/102059007.geojson,county,85682011.0,quattroshapes,,,BR,Capela do Alto Alegre,149
