,Unnamed: 0,bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country,wk:page,wordcount
0,3082,"-81.732232,28.011281,-81.728544,28.016835",uuuu,85633793.0,,d991ef08ea50f5728cde26f384618615,,20565d7217c1edee503d0f219b9c5f2c,28.014288,-81.731002,420516823.0,uuuu,US,US,1452291739.0,28.014058,-81.731435,85933301.0,South College,85933301.0,420/516/823/420516823.geojson,neighbourhood,85688651.0,zetashapes,,,US,South College,498
1,3083,"-81.814491,28.139071,-81.797722,28.157407",uuuu,85633793.0,,4119b82c84ed9d78549458820d98b5c3,,98a21e1d69a886e9430652e44470f2c6,28.148731,-81.805098,420516825.0,uuuu,US,US,1452291733.0,28.148468,-81.804518,85933369.0,Classic View,85933369.0,420/516/825/420516825.geojson,neighbourhood,85688651.0,zetashapes,,,US,Bloubergstrand,933
2,3084,"-81.746163,28.033098,-81.728904,28.050788",uuuu,85633793.0,,7a74cba4b794d28dc68fbaad601c85d9,,9f2fdbce7ad7d1909555d2aaf8eda732,28.041268,-81.736715,420516827.0,uuuu,US,US,1452291735.0,28.037298,-81.733261,85933301.0,Spring Lake Center,85933301.0,420/516/827/420516827.geojson,neighbourhood,85688651.0,zetashapes,,,US,Spring Lake Community Center,48
4,3086,"-81.752131,28.010165,-81.743147,28.017182",uuuu,85633793.0,,d4f0de6772370b93fcacff6173eac5bb,,9693f16f54705a68b75f384c00a42396,28.013583,-81.747276,420516831.0,uuuu,US,US,1452291736.0,28.013339,-81.747207,85933301.0,Stonebridge,85933301.0,420/516/831/420516831.geojson,neighbourhood,85688651.0,zetashapes,,,US,Stonebridge,305
5,3087,"-81.817494,28.061032,-81.812368,28.065357",uuuu,0.0,,9d2950dca0a6ec2ad5bb9d2ef17cd6b2,,6356420f52eafc9d4d59ebd27da9947b,28.063498,-81.815405,420516833.0,uuuu,US,US,1452291734.0,28.063778,-81.815409,0.0,Gabarone,-1.0,420/516/833/420516833.geojson,neighbourhood,0.0,zetashapes,,,US,Gaborone,7244
6,3088,"-81.905213,28.040473,-81.832266,28.115511",uuuu,0.0,,46db857a16b77a07075476f47c014645,,287af22859c6f1f6717a8a4676d80d04,28.085293,-81.860375,420516835.0,uuuu,US,US,1452291734.0,28.097135,-81.857673,0.0,Herndon Woods,-1.0,420/516/835/420516835.geojson,neighbourhood,0.0,zetashapes,,,US,"National Register of Historic Places listings in Collin County, Texas",349
7,3089,"-81.834412,28.04042,-81.808457,28.061485",uuuu,0.0,,1d786c96d1c4abe6f285755fcb3e99bd,,76b6a75f7faf05099f1aaa9c2495e262,28.050293,-81.819559,420516839.0,uuuu,US,US,1452291736.0,28.050219,-81.819372,0.0,Hillcrest,-1.0,420/516/839/420516839.geojson,neighbourhood,0.0,zetashapes,,,US,Hillcrest,359
8,3090,"-81.786464,28.047784,-81.772182,28.055061",uuuu,0.0,,7ae75d4d9c1989502eccb0d18a08a9b5,,e1fdc7f4c0ceb14055f4fa23237f4054,28.050929,-81.779062,420516841.0,uuuu,US,US,1452291734.0,28.052392,-81.778359,0.0,Home Acres,-1.0,420/516/841/420516841.geojson,neighbourhood,0.0,zetashapes,,,US,Lac Ste. Anne County,493
9,3091,"-81.789321,28.088154,-81.772652,28.110071",uuuu,85633793.0,,06d0702ce7938adadffcac0b30e03ce0,,441a7e9699915fed8100f742abf8d9c4,28.097533,-81.780329,420516843.0,uuuu,US,US,1452291734.0,28.097688,-81.77934,85933369.0,Indian Springs,85933369.0,420/516/843/420516843.geojson,neighbourhood,85688651.0,zetashapes,,,US,"Cold Indian Springs, New Jersey",55
10,3092,"-81.748218,28.016745,-81.732305,28.034684",uuuu,85633793.0,,6d6fce46ba426a2342474ac54170febc,,777d5b27dd648fed76d97290fc36e9e7,28.028817,-81.737646,420516845.0,uuuu,US,US,1452291734.0,28.027386,-81.734197,85933301.0,The Oaks,85933301.0,420/516/845/420516845.geojson,neighbourhood,85688651.0,zetashapes,,,US,The Oaks,368
