,fct:id,nyt:id,wof:id,dbp:id,iata:code,faa:code,gn:id,wd:id,fips:code,fb:id,mzb:id,icao:code,wk:page,gp:id,loc:id,qs:id,oa:id,tgn:id,link,wk_page_id,wordcount
3554,0a6594d6-8f76-11e1-848f-cfd5bf3ef515,,101751413.0,,,,2970797.0,Q320308,,,,,Vandœuvre-lès-Nancy,630016.0,,143199.0,,,,,162
3555,0a4601ca-8f76-11e1-848f-cfd5bf3ef515,,101751415.0,,,,2968368.0,Q1414358,,,,,Villers-lès-Nancy,632045.0,,219226.0,,,,,260
3556,08ccd6c0-8f76-11e1-848f-cfd5bf3ef515,,101732795.0,,,,5275020.0,Q1569489,5578600.0,,,,"Sun Prairie, Wisconsin",2501894.0,,1241249.0,,,,,4830
3557,0a57c158-8f76-11e1-848f-cfd5bf3ef515,,101751419.0,,,,3019265.0,Q171800,,,,,Évreux,590391.0,,224804.0,,,,,1533
3558,0a514ae4-8f76-11e1-848f-cfd5bf3ef515,,101751421.0,,,,2982692.0,Q2529766,,,,,Spodnja Hajdina,620079.0,,199508.0,,,http://en.wikipedia.org/wiki/Spodnja_Hajdina,28444909.0,93
3559,08cda8fc-8f76-11e1-848f-cfd5bf3ef515,,101732797.0,,,,5277142.0,Q1569520,5582600.0,,,,"Verona, Wisconsin",2511882.0,,158437.0,,,,,1046
3560,0a467dd0-8f76-11e1-848f-cfd5bf3ef515,,101751423.0,,,,2977295.0,Q182744,,,,,"Saint-Quentin, Aisne",626634.0,,455375.0,,,,,1541
3561,0a444a6a-8f76-11e1-848f-cfd5bf3ef515,,101751429.0,,,,2985283.0,Q985981,,,,,Ipameri,618117.0,,1070886.0,,,http://en.wikipedia.org/wiki/Ipameri,3712388.0,929
3562,08ce096e-8f76-11e1-848f-cfd5bf3ef515,,101732799.0,,,,5278073.0,Q1246532,5584350.0,,,,"Waunakee, Wisconsin",2515449.0,,158450.0,,,,,1093
3563,08c81748-8f76-11e1-848f-cfd5bf3ef515,,101732801.0,,,,5263207.0,Q2671483,5553325.0,,,,"Mishicot, Wisconsin",2452308.0,,486473.0,,,,,1161
3564,0a4f0b26-8f76-11e1-848f-cfd5bf3ef515,,101749487.0,,,,2992290.0,Q239858,,,,,Montluel,612876.0,,1342002.0,,,,,65
3565,08cacf24-8f76-11e1-848f-cfd5bf3ef515,,101732803.0,,,,5268583.0,Q2383792,5566875.0,,,,"Reedsville, Wisconsin",2479804.0,,465384.0,,,,,860
3566,,,421175083.0,,,,295328.0,Q152396,,,,,Dimona,1968169.0,,920488.0,,,,,792
3567,08cd6b6c-8f76-11e1-848f-cfd5bf3ef515,,101732809.0,,,,5276609.0,Q957313,5581325.0,,,,"Two Rivers, Wisconsin",2509282.0,,355293.0,,,,,2417
3568,,,421175091.0,,,,3591210.0,Q1254201,,,,,Pochuta,85118.0,,922954.0,,,,,157
3569,,,421175093.0,,,,3722579.0,Q1806510,,,,,Lascahobas,93257.0,,923138.0,,,,,600
3570,,,421175095.0,,,,3834502.0,Q169334,,,,,Termas de Río Hondo,467063.0,,351315.0,,,,,206
3571,,,421175099.0,,,,1726172.0,Q212935,,,,,"Bato, Leyte",1198892.0,,924298.0,,,,,322
3572,,,421175105.0,,,,3428359.0,Q2475908,,,,,"Santa Elena, Entre Ríos",332521.0,,924637.0,,,,,84
