,Unnamed: 0,bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country,wk:page,wordcount
0,18082,"-122.180498,37.863359,-122.162024,37.875287",uuuu,85633793.0,,b536b2f7189be0b172d0c0106ada1fe2,,ae0571d7c177ea5e73c805fbf3624bff,37.869179,-122.172412,420550601.0,uuuu,US,US,1452291963.0,37.869444,-122.172414,85922149.0,Overhill,85922149.0,420/550/601/420550601.geojson,neighbourhood,85688637.0,zetashapes,,,US,Overhill,236
1,18083,"-122.205603,37.888561,-122.18762,37.902184",uuuu,85633793.0,,af0453a6f3dcf6aad09e211e4d408ad8,,d850ab97a64a543dd61fa85d7eeddb2b,37.894831,-122.196819,420550603.0,uuuu,US,US,1452291968.0,37.894159,-122.198445,85922149.0,Sandhill,85922149.0,420/550/603/420550603.geojson,neighbourhood,85688637.0,zetashapes,,,US,Sandhill,206
2,18084,"-122.23749,37.896036,-122.171239,37.933848",uuuu,0.0,,4751b5965f08024e6af959505d301832,,4dc321e9a178809dcc193e552c71e218,37.915448,-122.206046,420550607.0,uuuu,US,US,1452291960.0,37.909262,-122.195526,0.0,Sleepy Hollow,-1.0,420/550/607/420550607.geojson,neighbourhood,0.0,zetashapes,,,US,Sleepy Hollow,169
3,18085,"-122.186492,37.86897,-122.172442,37.880244",uuuu,85633793.0,,b352c9c28678c0853b9228f79f2ab252,,61a2c37421a320d90fd3a9c1d3d5e53d,37.875051,-122.179911,420550609.0,uuuu,US,US,1452291962.0,37.873322,-122.180975,85922149.0,Southwood,85922149.0,420/550/609/420550609.geojson,neighbourhood,85688637.0,zetashapes,,,US,Southwood,98
4,18086,"-122.310302,37.997288,-122.298516,38.007236",uuuu,85633793.0,,33a4995d4f561e9c07ac4a988afa4603,,60e2cf426ccdf412b50c5e4f3406b050,38.002428,-122.303539,420550611.0,uuuu,US,US,1452291967.0,38.002424,-122.304123,85922143.0,Gateley,85922143.0,420/550/611/420550611.geojson,neighbourhood,85688637.0,zetashapes,,,US,Gateley,829
5,18087,"-122.308448,37.98598,-122.277306,38.002025",uuuu,85633793.0,,4602bbdb3f2322103e8f25044a079ca9,,167501f6715273d889e8f69f5c7f2b7a,37.995238,-122.294677,420550613.0,uuuu,US,US,1452291963.0,37.995368,-122.298315,85922143.0,Canyon Drive,85922143.0,420/550/613/420550613.geojson,neighbourhood,85688637.0,zetashapes,,,US,Canyon Meadows Drive,28
8,18090,"-120.087993,38.806817,-120.06262,38.822984",uuuu,0.0,,31a6fff59b4b5a7989c6cf8522432b6e,,aecba80b80216b5c41d4349d189c14ae,38.815414,-120.07811,420550619.0,uuuu,US,US,1452291960.0,38.815955,-120.077921,0.0,Aspen Creek,-1.0,420/550/619/420550619.geojson,neighbourhood,0.0,zetashapes,,,US,Aspen Creek (restaurant),124
9,18091,"-120.106607,38.803171,-120.084852,38.831583",uuuu,0.0,,82593fe8cdc9f77598d0f0abc36ade44,,3f1c32c0b7a79f66aa178e5048c8283d,38.815075,-120.09583,420550621.0,uuuu,US,US,1452291968.0,38.815718,-120.094017,0.0,Bryant Creek,-1.0,420/550/621/420550621.geojson,neighbourhood,0.0,zetashapes,,,US,"Sycamore, Missouri",166
10,18092,"-120.772909,38.62007,-120.68002,38.680418",uuuu,0.0,,f4f23512c7eb812b297fd8c7bb2e296b,,4c02b06ca09081a55650575bf38ffd06,38.650675,-120.727797,420550625.0,uuuu,US,US,1452291970.0,38.651406,-120.719376,0.0,Bucks Bar,-1.0,420/550/625/420550625.geojson,neighbourhood,0.0,zetashapes,,,US,Bucking bar,29
11,18093,"-120.794234,38.71825,-120.783119,38.732735",uuuu,85633793.0,,917b98d12b5c5dc6a252cc72e9e0fca5,,8d3c202ec0ff64fb2395d5318533ff14,38.726902,-120.789013,420550627.0,uuuu,US,US,1452291971.0,38.728669,-120.788172,85921761.0,Bungalow Terrace,85921761.0,420/550/627/420550627.geojson,neighbourhood,85688637.0,zetashapes,,,US,Happy Garden,347
