,Unnamed: 0,bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country,wk:page,wordcount
0,42130,"-73.655981,41.288025,-73.54913,41.362189",uuuu,85633793.0,,75fb40c06e374303339f323633b860b4,,844ab2db19046d675e2501161c674d3f,41.329445,-73.59553,85846767.0,uuuu,US,US,1458857583.0,41.334888,-73.582306,0.0,Salem Center,-1.0,858/467/67/85846767.geojson,neighbourhood,85688543.0,zetashapes,,,US,Salem Center,35
1,42131,"-71.28446,42.7569,-71.204786,42.825833",uuuu,85633793.0,,1d81ec0576ac78772bce95d0458ed385,,ddcfadac227d199344201ccf4ad9bdf9,42.788738,-71.236357,85846769.0,uuuu,US,US,1458857583.0,42.785914,-71.22544,0.0,Salem Depot,-1.0,858/467/69/85846769.geojson,neighbourhood,85688689.0,zetashapes,,,US,Salem (MBTA station),3006
2,42132,"-80.022421,40.324276,-80.00013,40.346118",uuuu,85633793.0,,99115bd6dacb1ffee9dd4fb1dc539d3c,,2c53bd064ab0f753f834cf8dda96f133,40.335072,-80.01158,85846775.0,uuuu,US,US,1458857571.0,40.33333,-80.006476,101718799.0,Salida,101718799.0,858/467/75/85846775.geojson,neighbourhood,85688481.0,zetashapes,,,US,Salida,17
3,42133,"-75.162855,39.73892,-75.111693,39.794318",uuuu,85633793.0,,a8205afa3c1443fc91d681c44ff5259a,,c802924396b26cf696fda1b266e1f0b7,39.766021,-75.1347,85846781.0,uuuu,US,US,1458857583.0,39.76738,-75.134125,0.0,Salina,-1.0,858/467/81/85846781.geojson,neighbourhood,85688607.0,zetashapes,,,US,Salina,40
4,42135,"-76.019664,40.040069,-76.002318,40.057042",uuuu,85633793.0,,da2be5fdae510106949afc9f6682781b,,b92c32be9caf03aa934e45bb1c32de20,40.04857,-76.009451,85846787.0,uuuu,US,US,1458857583.0,40.042336,-76.011658,0.0,Salisbury Heights,-1.0,858/467/87/85846787.geojson,neighbourhood,85688481.0,zetashapes,,,US,"Salisbury Heights, South Australia",107
5,42136,"-71.880829,42.287586,-71.834687,42.331693",uuuu,85633793.0,,66a5000e80287655f699e91c6efde60e,,a74a9178d454dc7d6fdd30c33a126f33,42.309637,-71.858517,85846789.0,uuuu,US,US,1458857563.0,42.302636,-71.846824,85950375.0,Salisbury Heights,85950375.0,858/467/89/85846789.geojson,neighbourhood,85688645.0,zetashapes,,,US,"Salisbury Heights, South Australia",107
6,42137,"-79.1551,39.790821,-78.973642,39.933991",uuuu,85633793.0,,993fecccd48f8fdbad3a29839bc59952,,2de8ff17ad047fba69b5427dc05a0f5e,39.858866,-79.06161,85846793.0,uuuu,US,US,1458857583.0,39.832696,-79.043988,101717945.0,Salisbury Junction,101717945.0,858/467/93/85846793.geojson,neighbourhood,85688481.0,zetashapes,,,US,"Salisbury, Oregon",214
7,42138,"-70.909376,42.849868,-70.863745,42.885901",uuuu,85633793.0,,c041f0119151179895e3575099e4444b,,f7d894deca73bbff4a023067a8882ce6,42.867333,-70.886794,85846799.0,uuuu,US,US,1458857584.0,42.8659,-70.886322,0.0,Salisbury Plains,-1.0,858/467/99/85846799.geojson,neighbourhood,85688645.0,zetashapes,,,US,Salisbury Plain,3112
8,42139,"-70.938818,42.817976,-70.866478,42.872619",uuuu,85633793.0,,5afb7ad501c228186d9dc83d0957868f,,bc287e01e6ac82dca96914464c459d94,42.843128,-70.906359,85846803.0,uuuu,US,US,1458857563.0,42.842431,-70.91064,85950401.0,Salisbury Point,85950401.0,858/468/03/85846803.geojson,neighbourhood,85688645.0,zetashapes,,,US,Fort at Salisbury Point,85
9,42140,"-73.258308,43.863139,-73.107184,43.991407",uuuu,85633793.0,,eecc2ed710e24158db8f021e8c8c5e6f,,e9cca55b507c70371da15d389b1c66b2,43.928432,-73.186437,85846807.0,uuuu,US,US,1458857584.0,43.92907,-73.160042,0.0,Salisbury Station,-1.0,858/468/07/85846807.geojson,neighbourhood,85688763.0,zetashapes,,,US,Salisbury station,43
