,Unnamed: 0,Unnamed: 0.1,bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country,wk:page,wordcount,wd:id,wof:id,wk_page_id
0,0,72300,"-1.21833065371,38.0300479124,-1.20015644248,38.0456537378",uuuu,85633129.0,,f651f2716f5e78d1dcb09e547f3b318e,,1db83f66839f80614748cf82c60fa341,38.037292,-1.209709,101875899.0,uuuu,ES,ES,1452293314.0,38.037055,-1.210445,101875899.0,Torrealta,404339379.0,101/875/899/101875899.geojson,locality,85682791.0,quattroshapes,,,ES,Totò Diabolicus,164,,101875899.0,
1,1,72301,"-1.16788975012,37.9859323447,-1.14971591548,38.0023198701",uuuu,85633129.0,,915f675d82d7d9eebb9a7d68e4eed9d7,,fa8b52101d6b9ef370466fed460086f5,37.994215,-1.158678,101875901.0,uuuu,ES,ES,1452293311.0,37.994648,-1.158505,101875901.0,Torre Molina,404339385.0,101/875/901/101875901.geojson,locality,85682791.0,quattroshapes,,,ES,It Gets Better Project,6985,,101875901.0,
2,2,72302,"-1.21327549068,37.9883321991,-1.18504326055,38.0100858677",uuuu,85633129.0,,09af09755aab4cb0b40519519b86be01,,676c688b60d4978f2cdc764f4765f708,37.999916,-1.196176,101875903.0,uuuu,ES,ES,1452293309.0,38.002039,-1.195214,101875903.0,Jabali Viejo,404339385.0,101/875/903/101875903.geojson,locality,85682791.0,quattroshapes,,,ES,Pedro Muñoz Seca,1245,,101875903.0,
3,3,72303,"-1.08084710797,37.999121286,-1.06267327073,38.0147014351",uuuu,85633129.0,,7f17ea941ef8f93867ec9f15fcda8e9a,,98773904bc0c0b52cbc23c983e696522,38.007154,-1.071303,101875907.0,uuuu,ES,ES,1452293314.0,38.007741,-1.07113,101875907.0,Huerta de Llano de Brujas,404339385.0,101/875/907/101875907.geojson,locality,85682791.0,quattroshapes,,,ES,List of caves in Spain,2130,,101875907.0,
4,4,72304,"-1.08334730385,37.9880076161,-1.0651738506,38.0035877157",uuuu,85633129.0,,17a8bad9d8e1158b0d459b9c6e09e4d7,,a95cdef1bfaed8069bf43bd79d5372ef,37.995555,-1.074713,101875909.0,uuuu,ES,ES,1452293313.0,37.994968,-1.074886,101875909.0,"Salar, El",404339385.0,101/875/909/101875909.geojson,locality,85682791.0,quattroshapes,,,ES,Cordón de Puntas Negras,1005,,101875909.0,
5,5,72305,"-1.00094236746,38.0221945653,-0.982769720469,38.0394725437",uuuu,85633129.0,,d53b08b2d24d377a586fb03b25ebd1fb,,97b56382ecebec4f7ca577941ccd7b42,38.031436,-0.992476,101875911.0,uuuu,ES,ES,1452293313.0,38.031053,-0.99174,101875911.0,"Huerta, La",404339341.0,101/875/911/101875911.geojson,locality,85682791.0,quattroshapes,,,ES,Huerta de la Obispalía,36,,101875911.0,
6,7,72307,"-1.03894724265,37.6327321102,-1.01372272423,37.663414239",uuuu,85633129.0,,69e8d68f9dd58966b4acd3f88c8c253f,,8fce5265fcbd932379128bb29fe0558b,37.646416,-1.028982,101875915.0,uuuu,ES,ES,1452293314.0,37.645025,-1.029173,101875915.0,"Plan, El",404339353.0,101/875/915/101875915.geojson,locality,85682791.0,quattroshapes,,,ES,Els Plans de Sió,60,,101875915.0,
7,8,72308,"-0.816461250155,37.8279874701,-0.798864195605,37.8440750225",uuuu,85633129.0,,d92c844b9f3e8044c0d76b8d0443a10e,,f7106a615e833c48067cb9bed282f117,37.83638,-0.808597,101875917.0,uuuu,ES,ES,1452293314.0,37.83609,-0.810356,101875917.0,"Antolinos, Los",404339399.0,101/875/917/101875917.geojson,locality,85682791.0,quattroshapes,,,ES,On Guard (1997 film),1608,,101875917.0,
8,9,72309,"-0.814055001255,37.8156490404,-0.795881710778,37.8300488317",uuuu,85633129.0,,f75df1f409cf563ad1c7c073dd0177fd,,0bffe56e743b26a6504d8fe73835e936,37.823194,-0.805384,101875919.0,uuuu,ES,ES,1452293313.0,37.822907,-0.805557,101875919.0,"Sáez, Los",404339399.0,101/875/919/101875919.geojson,locality,85682791.0,quattroshapes,,,ES,Irene Sáez,1486,,101875919.0,
9,10,72310,"-0.797822546132,37.8387878082,-0.77964867227,37.855621417",uuuu,85633129.0,,9613c5ffa26ef1c850c2db2fa7bebf43,,4250a8bba4f01ec06b25d5ac8b588870,37.847685,-0.78901,101875921.0,uuuu,ES,ES,1452293312.0,37.850795,-0.790092,101875921.0,"Esperanzas, Las",404329565.0,101/875/921/101875921.geojson,locality,85682625.0,quattroshapes,,,ES,Emilio Núñez,392,,101875921.0,
10,11,72311,"-1.19506581506,37.9672524014,-1.17062405818,37.9903844601",uuuu,85633129.0,,fb4ece0a5dae0f458f06fbc162ff27c6,,15f31af366b4b73ff0e7bda65012c63f,37.977308,-1.182273,101875925.0,uuuu,ES,ES,1452293309.0,37.977247,-1.181069,101875925.0,"Raya, La",404339385.0,101/875/925/101875925.geojson,locality,85682791.0,quattroshapes,,,ES,Ayotlán,479,,101875925.0,
