,Unnamed: 0,Unnamed: 0.1,bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country,wk:page,wordcount,wd:id,wof:id,wk_page_id
0,0,19957,"-56.005897,-27.234636,-56.005897,-27.234636",uuuu,85632355.0,,1678875ceba658d4a2b44ea07e5a4300,,c076c8a6e5b79db136b3df6a35b62087,-27.234636,-56.005897,421189519.0,uuuu,PY,PY,1459272960.0,0.0,0.0,0.0,Carmen del Paraná,85676723.0,421/189/519/421189519.geojson,county,85676723.0,quattroshapes,,,PY,Carmen del Paraná,18,,421189519.0,
1,1,19958,"-57.8862755,-21.065755,-57.8862755,-21.065755",uuuu,85632355.0,,6411d78d68fa90bee7615c79c681ca6c,,577b62cffd86ecc3c2ed5375757d6abb,-21.065755,-57.886276,421189521.0,uuuu,PY,PY,1459272960.0,0.0,0.0,0.0,La Victoria,85676655.0,421/189/521/421189521.geojson,county,85676655.0,quattroshapes,,,PY,La Victoria,131,,421189521.0,
2,2,19959,"-85.5345,12.455166,-85.5345,12.455166",uuuu,85632599.0,,25a1d03cbd6fd0059cc574e07700aadb,,fef545ef60bfd4ee5f9a71688ebadbb4,12.455166,-85.5345,421189523.0,uuuu,NI,NI,1459272960.0,0.0,0.0,0.0,Camoapa,85675521.0,421/189/523/421189523.geojson,county,85675521.0,quattroshapes,,,NI,Camoapa,307,Q2605022,421189523.0,2392345
3,3,19960,"-85.704345,12.524357,-85.704345,12.524357",uuuu,85632599.0,,1e727fa3599a2796e6a44edf94f0471c,,abb63ae74d84e299b16f42be3af9d2df,12.524357,-85.704345,421189525.0,uuuu,NI,NI,1459272960.0,0.0,0.0,0.0,Santa Lucía,85675521.0,421/189/525/421189525.geojson,county,85675521.0,quattroshapes,,,NI,Saint Lucia (disambiguation),488,,421189525.0,
4,4,19961,"-87.06665,12.606919,-87.06665,12.606919",uuuu,85632599.0,,e30536ae6e071396c4fef37abf970160,,60a73f9365761dbe997b6f052d5e403a,12.606919,-87.06665,421189527.0,uuuu,NI,NI,1459272960.0,0.0,0.0,0.0,Chichigalpa,85675503.0,421/189/527/421189527.geojson,county,85675503.0,quattroshapes,,,NI,Chichigalpa,419,Q1072117,421189527.0,2392416
5,5,19963,"36.919555,36.605606,36.919555,36.605606",uuuu,85632413.0,,23e73270f88b8bfb96c6b611711791fe,,9ef6f9301c27ca8aa0b3342db98e7283,36.605606,36.919555,421189633.0,uuuu,SY,SY,1459272960.0,0.0,0.0,0.0,Merkez,85678359.0,421/189/633/421189633.geojson,county,85678359.0,quattroshapes,,,SY,Merkez,74,Q6819626,421189633.0,36419302
6,6,19964,"3.55015,6.44154,3.55015,6.44154",uuuu,85632735.0,,d1685a8de8c82c12bef6cf27f14b6efa,,27635d3ad72c74e2644cf48f5582ad46,6.44154,3.55015,421189639.0,uuuu,NG,NG,1459272926.0,0.0,0.0,0.0,Eti-Osa,85675343.0,421/189/639/421189639.geojson,county,85675343.0,quattroshapes,,,NG,Eti-Osa,369,Q5404527,421189639.0,11557872
7,7,19965,"124.219665,7.156081,124.219665,7.156081",uuuu,85632509.0,,519f8debc74b0cd6a6bbd4727f49f4f8,,cb90a90fa0524d6fa0d5de90774194cc,7.156081,124.219665,421189723.0,uuuu,PH,PH,1459272960.0,0.0,0.0,0.0,Shariff Kabunsuan,85676173.0,421/189/723/421189723.geojson,county,85676173.0,quattroshapes,,,PH,Shariff Kabunsuan,712,,421189723.0,
8,8,19966,"-57.259094,-28.555576,-57.259094,-28.555576",uuuu,85632505.0,,f4a8146612df54a41b0a442c7db6da95,,fa4ccec16cc4a8d2597884f5be79dfec,-28.555576,-57.259094,421189963.0,uuuu,AR,AR,1459272960.0,0.0,0.0,0.0,San Martin,85668071.0,421/189/963/421189963.geojson,county,85668071.0,quattroshapes,,,AR,San Martín,536,,421189963.0,
9,9,19967,"-60.522394,-35.098563,-60.522394,-35.098563",uuuu,85632505.0,,af884b02e725bebf53e7552575672d07,,518080881a16a69f6ae427ee40635b54,-35.098563,-60.522394,421189967.0,uuuu,AR,AR,1459272960.0,0.0,0.0,0.0,Bragado,85668015.0,421/189/967/421189967.geojson,county,85668015.0,quattroshapes,,,AR,Bragado,258,Q1222265,421189967.0,1805496
