,Unnamed: 0,Unnamed: 0.1,bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country,wk:page,wordcount,wd:id,wof:id,wk_page_id
0,0,85174,"12.9319593514,43.7356498943,12.9480482234,43.7432501805",uuuu,85633253.0,,2f10117aa0141b53fd6f66c7cc109178,,df858c2c58cf8d3a731b2eb076754908,43.738685,12.937864,101905095.0,uuuu,IT,IT,1452292871.0,43.73771,12.936523,101905095.0,Montemaggiore al Metauro,404459783.0,101/905/095/101905095.geojson,locality,85685375.0,quattroshapes,,,IT,Montemaggiore al Metauro,46,,101905095.0,
1,1,85175,"12.8300740265,43.7323984735,12.8387810247,43.739712755",uuuu,85633253.0,,ac10939c0134ed8cfba0673c565f0dc6,,dd8075f964b2aa8838198a439eccbb64,43.735749,12.834332,101905097.0,uuuu,IT,IT,1455925444.0,43.735664,12.834398,101905097.0,Montemaggiore al Metauro,404459777.0,101/905/097/101905097.geojson,locality,85685375.0,quattroshapes,,,IT,Montemaggiore al Metauro,46,,101905097.0,
2,2,85176,"12.8674443826,43.6808152911,12.8749977017,43.6907665501",uuuu,85633253.0,,7047eec749181f1e0aa0b286fc2847d8,,c7d6f615467a8ab3170ebf47f5309991,43.686348,12.871087,101905099.0,uuuu,IT,IT,1452292871.0,43.687683,12.869828,101905099.0,Montemaggiore al Metauro,404459831.0,101/905/099/101905099.geojson,locality,85685375.0,quattroshapes,,,IT,Montemaggiore al Metauro,46,,101905099.0,
3,3,85177,"12.4914753207,43.6941168172,12.5115392741,43.7029529042",uuuu,85633253.0,,063ee2dfe073f300ca035153b1e5d61c,,a70ee910954c0a9ee04d6443614b67b9,43.697253,12.503418,101905103.0,uuuu,IT,IT,1457385454.0,43.6959,12.503417,101905103.0,Peglio,404459791.0,101/905/103/101905103.geojson,locality,85685375.0,quattroshapes,,,IT,Peglio,25,Q963916,101905103.0,6733681
4,4,85178,"12.4746319042,43.8824949326,12.482465283,43.8914211982",uuuu,85633253.0,,01e96473921c404dff5ca0b7138ea9ac,,bc03c935b699dfc1a3f1f2b62f1a9a33,43.887111,12.478706,101905105.0,uuuu,IT,IT,1452292870.0,43.887025,12.479091,101905105.0,Sassofeltrio,404459779.0,101/905/105/101905105.geojson,locality,85685375.0,quattroshapes,,,IT,Sassofeltrio,70,Q207625,101905105.0,6733764
5,5,85179,"12.4641270312,43.8653946869,12.4740132738,43.8728449853",uuuu,85633253.0,,17d14dfb1af3825840032dc39db4febd,,a458040cf31c7453194d1a3cb711dbdf,43.869093,12.468964,101905107.0,uuuu,IT,IT,1452292869.0,43.868632,12.470536,101905107.0,Sassofeltrio,404459779.0,101/905/107/101905107.geojson,locality,85685375.0,quattroshapes,,,IT,Sassofeltrio,70,Q207625,101905107.0,6733764
6,6,85180,"7.9249523458,43.8499061032,7.94248040416,43.8580219552",uuuu,85633253.0,,51688b622c2603400cfe096cf19995c0,,6f36b0234f55538e7f1c6e78a22e7e75,43.854241,7.933271,101905109.0,uuuu,IT,IT,1455925424.0,43.853151,7.933271,101905109.0,Cipressa,404471783.0,101/905/109/101905109.geojson,locality,85685209.0,quattroshapes,,,IT,Cipressa,84,Q268558,101905109.0,6569766
7,7,85181,"12.3871042001,43.9555088305,12.4032575209,43.9611490147",uuuu,85633763.0,,8802de86f946357b67dd9c28986d7e7f,,5a5b13293338d4327d15a038a6de424f,43.958393,12.39551,101905111.0,uuuu,IT,IT,1452292872.0,43.958873,12.394286,101905111.0,Montecopiolo,404459819.0,101/905/111/101905111.geojson,locality,85685675.0,quattroshapes,,,IT,Montecopiolo,102,Q207395,101905111.0,6733509
8,8,85182,"12.3658691683,43.9508746706,12.3794996729,43.9572711315",uuuu,85633763.0,,af49802855b0c5c93e1d271163af6999,,9cf9aae59abfcc13092b6ff3220316ad,43.954006,12.37181,101905113.0,uuuu,IT,IT,1452292872.0,43.953977,12.37181,101905113.0,Montecopiolo,404459819.0,101/905/113/101905113.geojson,locality,85685675.0,quattroshapes,,,IT,Montecopiolo,102,Q207395,101905113.0,6733509
9,9,85183,"12.3678350512,43.9379954752,12.3801085069,43.9463668001",uuuu,85633763.0,,f4bf9da291c5dd36efa4e9133eaca4bd,,06bfabd8e822e86fe1c9914db025f886,43.942254,12.374338,101905115.0,uuuu,IT,IT,1452292869.0,43.942639,12.374338,101905115.0,Montecopiolo,404459819.0,101/905/115/101905115.geojson,locality,85685675.0,quattroshapes,,,IT,Montecopiolo,102,Q207395,101905115.0,6733509
