,Unnamed: 0,Unnamed: 0.1,bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country,wk:page,wordcount,wd:id,wof:id,wk_page_id
0,0,36405,"-122.72718,45.476581,-122.703563,45.49375",uuuu,85633793.0,,cd2b36ea86170ac7e3f222842ab3b137,,4248c768996da8dae9a2c729602b7527,45.485153,-122.715525,85821817.0,uuuu,US,US,1458857351.0,45.487179,-122.71553,101715829.0,Glencullen,101715829.0,858/218/17/85821817.geojson,neighbourhood,85688513.0,zetashapes,,,US,Glencullen,534,Q2148654,85821817.0,2847090
1,1,36407,"-86.231218,39.774726,-86.187008,39.826195",uuuu,85633793.0,,d210a42f0dbd76a63bdaab2021012666,,5067b99d00e9ce0e1f952ef191811783,39.797521,-86.209004,85821825.0,uuuu,US,US,1458857339.0,39.788595,-86.203675,85942569.0,Glendale,85942569.0,858/218/25/85821825.geojson,neighbourhood,85688709.0,zetashapes,,,US,Glendale,247,Q1530929,85821825.0,61291
2,2,36410,"-74.789728,40.239925,-74.770874,40.259999",uuuu,85633793.0,,76e349928fbbce5420c41586a9969542,,fb5c502f1efd2d9d9014cedc0285807a,40.249727,-74.779081,85821865.0,uuuu,US,US,1458857312.0,40.25004,-74.775318,0.0,Glendale,-1.0,858/218/65/85821865.geojson,neighbourhood,85688607.0,zetashapes,,,US,Glendale,247,Q1530929,85821865.0,61291
3,3,36411,"-73.865729,41.176426,-73.809084,41.237659",uuuu,85633793.0,,18e8ffdfc6a109746d28bea618232adf,,c8a14e0744deb2060c2189fc5a8c4769,41.206658,-73.835093,85821871.0,uuuu,US,US,1458857312.0,41.207091,-73.834927,0.0,Glendale,-1.0,858/218/71/85821871.geojson,neighbourhood,85688543.0,zetashapes,,,US,Glendale,247,Q1530929,85821871.0,61291
4,4,36412,"-80.114647,40.384651,-80.07224,40.423336",uuuu,85633793.0,,3f20ecff74521bd420c565b9ccc2aab7,,aed7fa727d3f68c38788aa6ac16db1a4,40.401311,-80.094851,85821875.0,uuuu,US,US,1458857352.0,40.405347,-80.090774,101718775.0,Glendale,101718775.0,858/218/75/85821875.geojson,neighbourhood,85688481.0,zetashapes,,,US,Glendale,247,Q1530929,85821875.0,61291
5,5,36413,"-75.711063,41.338835,-75.672908,41.359752",uuuu,85633793.0,,ce98d445bc69257997935c7fe52629d4,,173fa4cf212a5b96ebeca093339e9188,41.348833,-75.692733,85821877.0,uuuu,US,US,1458857352.0,41.349541,-75.683633,101718307.0,Glendale,101718307.0,858/218/77/85821877.geojson,neighbourhood,85688481.0,zetashapes,,,US,Glendale,247,Q1530929,85821877.0,61291
6,6,36414,"-76.509329,37.059882,-76.481144,37.080053",uuuu,85633793.0,,6469abcd7c8ba5ee260d365ab23a7a22,,ba52966bcb4279f6f100c1efe0f441f4,37.071399,-76.493509,85821881.0,uuuu,US,US,1458857359.0,37.065845,-76.496588,101729041.0,Glendale,101729041.0,858/218/81/85821881.geojson,neighbourhood,85688747.0,zetashapes,,,US,Glendale,247,Q1530929,85821881.0,61291
7,7,36415,"-93.732693,32.48765,-93.697103,32.542948",uuuu,85633793.0,,ac6c61b320ffa56265d1c89b0012d363,,477dd4dc4c0a89b5d2e2049eee909d0b,32.518396,-93.714395,85821887.0,uuuu,US,US,1458857340.0,32.521886,-93.715155,85947997.0,Glendale,85947997.0,858/218/87/85821887.geojson,neighbourhood,85688735.0,zetashapes,,,US,Glendale,247,Q1530929,85821887.0,61291
8,8,36416,"-71.038336,42.404717,-71.034179,42.406288",uuuu,85633793.0,,6690afbdd141f94341af31f5dc32c840,,65a811e8406d5004b4b11036f131b6b5,42.405431,-71.036251,85821891.0,uuuu,US,US,1458857343.0,42.409774,-71.046063,85950359.0,Glendale,85950359.0,858/218/91/85821891.geojson,neighbourhood,85688645.0,zetashapes,,,US,Glendale,247,Q1530929,85821891.0,61291
9,9,36417,"-122.32331,47.510218,-122.317794,47.513837",uuuu,85633793.0,,d32f573e2e50c944a253b3503b198a1a,,6a3c7470aefbcd6fbf4eedc11533ecb9,47.512476,-122.321252,85821895.0,uuuu,US,US,1458857359.0,47.61382,-122.156161,101731165.0,Glendale,101731165.0,858/218/95/85821895.geojson,neighbourhood,85688623.0,zetashapes,,,US,Glendale,247,Q1530929,85821895.0,61291
10,10,36419,"-118.235887,34.067454,-118.214592,34.082147",uuuu,85633793.0,,f79d7d16827a658b5d6feeece451a8b8,,7c5faebff1e0224b3c83b089c23c6f8a,34.075302,-118.22434,85821905.0,uuuu,US,US,1458857332.0,34.075237,-118.224697,85923517.0,Glendale Junction,85923517.0,858/219/05/85821905.geojson,neighbourhood,85688637.0,zetashapes,,,US,Ridgewood (LIRR Lower Montauk station),73,,85821905.0,
11,11,36420,"-74.099884,40.1828,-74.085395,40.193965",uuuu,85633793.0,,3c00964e54825ecdbae6a3b3784b8f6f,,1fe1b967c6093079170e293c58eb7155,40.188055,-74.093657,85821907.0,uuuu,US,US,1458857312.0,40.187867,-74.095721,0.0,Glendola,-1.0,858/219/07/85821907.geojson,neighbourhood,85688607.0,zetashapes,,,US,Glendola,9,Q19922850,85821907.0,45493187
12,12,36421,"-73.99754,42.017097,-73.932763,42.060146",uuuu,85633793.0,,4a4b9f791fb87c5f885fafac74b53be7,,58ecd3444dde50b24a756588648032e1,42.040974,-73.959833,85821911.0,uuuu,US,US,1458857312.0,42.029504,-73.972901,0.0,Glenerie,-1.0,858/219/11/85821911.geojson,neighbourhood,85688543.0,zetashapes,,,US,Indian Head Mountain (New York),255,,85821911.0,
13,13,36422,"-74.400223,40.7333,-74.357396,40.761067",uuuu,85633793.0,,89556a1bf2cb7ff50c5ef0d7fff8c58a,,81432509c143c8181ddf5e48b48fb6f6,40.746382,-74.379946,85821915.0,uuuu,US,US,1458857346.0,40.741184,-74.385584,85975567.0,Glenfield,85975567.0,858/219/15/85821915.geojson,neighbourhood,85688607.0,zetashapes,,,US,Glenfield,73,Q421014,85821915.0,368372
14,14,36423,"-89.203563,34.379331,-88.807712,34.598745",uuuu,85633793.0,,0571f559a3e31d3a7061a2d47f8e30b9,,3cc043b1769ce2a0dd70a5bef3ef1cb6,34.496001,-89.002696,85821919.0,uuuu,US,US,1458857345.0,34.493541,-89.009051,85970017.0,Glenfield,85970017.0,858/219/19/85821919.geojson,neighbourhood,85688579.0,zetashapes,,,US,Glenfield,73,Q421014,85821919.0,368372
15,15,36424,"-83.559752,42.546845,-83.498114,42.576167",uuuu,85633793.0,,20a900b2454e8b4d73323e89cab6df37,,7b7118abb4e7416d55dff7df01cbacd3,42.564688,-83.530906,85821925.0,uuuu,US,US,1458857312.0,42.567048,-83.531539,0.0,Glengary,-1.0,858/219/25/85821925.geojson,neighbourhood,85688599.0,zetashapes,,,US,"Glengary Township, Fillmore County, Nebraska",64,,85821925.0,
16,16,36425,"-85.82145,44.164197,-85.334263,44.512998",uuuu,85633793.0,,95180e06967253cb93257fdb2b81027f,,d066856d1ce1a0064108da79046222f4,44.33739,-85.579758,85821929.0,uuuu,US,US,1458857343.0,44.407374,-85.72146,85951843.0,Glengary,85951843.0,858/219/29/85821929.geojson,neighbourhood,85688599.0,zetashapes,,,US,"Glengary Township, Fillmore County, Nebraska",64,,85821929.0,
17,17,36426,"-75.743858,39.919922,-75.689946,39.974252",uuuu,85633793.0,,9bdfcb82f6e1e7f9f29e90095badb331,,53f74a0787483c9ea6ce905465f52c1a,39.950273,-75.715195,85821931.0,uuuu,US,US,1458857312.0,39.940461,-75.7191,0.0,Glenhall,-1.0,858/219/31/85821931.geojson,neighbourhood,85688481.0,zetashapes,,,US,"Glen Hall, Indiana",62,,85821931.0,
18,18,36427,"-74.899039,40.164356,-74.875869,40.189931",uuuu,85633793.0,,edeedf4aae998e0a17408a8019b1d096,,34cda0ea5f4dcc1179ecb2786c8fda89,40.176952,-74.88776,85821935.0,uuuu,US,US,1458857312.0,40.175292,-74.891212,101719127.0,Glenlake,101719127.0,858/219/35/85821935.geojson,neighbourhood,85688481.0,zetashapes,,,US,"Decatur, Georgia",2631,,85821935.0,
19,19,36428,"-85.229177,35.096554,-85.176173,35.114132",uuuu,85633793.0,,7b89b3c49a6b9adc19525d95146997df,,0528c52535ef19b3f8a4e3784dc75067,35.105194,-85.206074,85821941.0,uuuu,US,US,1458857356.0,35.112995,-85.190947,101723043.0,Glenmar Hills,101723043.0,858/219/41/85821941.geojson,neighbourhood,85688701.0,zetashapes,,,US,"Union Hall, County Cork",423,,85821941.0,
20,20,36429,"-69.327808,43.889156,-69.231447,43.958303",uuuu,85633793.0,,21adc2fd04351ebd8944797913543dc8,,17cabe399ed4d2bb1f50b34e1b9e4f11,43.928584,-69.284433,85821945.0,uuuu,US,US,1458857312.0,43.944653,-69.242832,0.0,Glenmere,-1.0,858/219/45/85821945.geojson,neighbourhood,85688769.0,zetashapes,,,US,Glenmere mansion,562,,85821945.0,
21,21,36431,"-73.846646,44.138493,-73.663224,44.374915",uuuu,85633793.0,,9e2d5eb32fe405d6e7a30d5bddff4076,,f2fbdc33aa69f719e74e3930727d1c3e,44.271648,-73.757656,85821951.0,uuuu,US,US,1458857312.0,44.261704,-73.738606,0.0,Glenmore,-1.0,858/219/51/85821951.geojson,neighbourhood,85688543.0,zetashapes,,,US,Glenmore,159,Q1198985,85821951.0,4314613
22,22,36432,"-76.699584,40.225769,-76.645163,40.28333",uuuu,85633793.0,,7f90d75a5a48b7d0894b5e1e325b12d5,,2c960463faecd087f5d871d757dba7c3,40.256431,-76.673854,85821955.0,uuuu,US,US,1458857352.0,40.271063,-76.662739,101719813.0,Glenn Acres,101719813.0,858/219/55/85821955.geojson,neighbourhood,85688481.0,zetashapes,,,US,Interim Biogeographic Regionalisation for Australia,253,,85821955.0,
