,Unnamed: 0,Unnamed: 0.1,bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country,wk:page,wordcount,wd:id,wof:id,wk_page_id
0,0,117373,"-47.0893914362,-7.41338404858,-47.0803708401,-7.40924724888",uuuu,85633009.0,,acbd42730a7b29ae65ca4eeb227a2227,,f288c96f10ed583007d7cf48c98b32f1,-7.411521,-47.085575,101978003.0,uuuu,BR,BR,1452293101.0,-7.411542,-47.086395,101978003.0,Lages,102053113.0,101/978/003/101978003.geojson,locality,85681931.0,quattroshapes,,,BR,Lages,317,Q762009,101978003.0,1960748
1,1,117374,"-47.4014338973,-18.9180405829,-47.3880312542,-18.9117289417",uuuu,85633009.0,,56a4618721142da2efa2eb10225597c5,,55cd3e4d855c7bf3df400e2c72380e2f,-18.915747,-47.394213,101978005.0,uuuu,BR,BR,1452293101.0,-18.91615,-47.394213,101978005.0,Celso Bueno,404557301.0,101/978/005/101978005.geojson,locality,85681941.0,quattroshapes,,,BR,Galvão,165,,101978005.0,
2,4,117377,"-47.2242174313,-7.41786003605,-47.2089479014,-7.40511677759",uuuu,85633009.0,,2aa522bc7aa0cf0276ffce7ca75e4085,,5cac07ecfabdc0cc49ec2be59e963a51,-7.412192,-47.216968,101978011.0,uuuu,BR,BR,1452293101.0,-7.41251,-47.217114,101978011.0,São João da Cachoeira,102052873.0,101/978/011/101978011.geojson,locality,85681931.0,quattroshapes,,,BR,Cachoeira do Sul,56,,101978011.0,
3,5,117378,"-47.1177892639,-7.38004066424,-47.1050000039,-7.37153146493",uuuu,85633009.0,,494f54d098748a6d0f7d43238d25e79b,,7af54267ecd5208085ea5a51e43a4c7e,-7.37522,-47.112008,101978013.0,uuuu,BR,BR,1452293100.0,-7.375308,-47.112008,101978013.0,São José dos Pereiras,102052873.0,101/978/013/101978013.geojson,locality,85681931.0,quattroshapes,,,BR,Pereiras,43,Q1795718,101978013.0,1084000
4,6,117379,"-47.5973563684,-5.33815018677,-47.5914421589,-5.33346057002",uuuu,85633009.0,,23b07537f2398d29c55335efeb3dab8e,,e0b3d6e4c12d5b4f8527313155a4278d,-5.335625,-47.594372,101978015.0,uuuu,BR,BR,1452293099.0,-5.33554,-47.594327,101978015.0,Olho D'Água dos Martins,404555027.0,101/978/015/101978015.geojson,locality,85681931.0,quattroshapes,,,BR,Olho d'Água do Piauí,150,,101978015.0,
5,8,117381,"-47.5096640805,-4.49286014245,-47.5015704508,-4.48646721842",uuuu,85633009.0,,572375b0c2d03f7dd8bb2209ae93d466,,c637c12fb63cf430b33418882fdaca49,-4.489523,-47.5058,101978021.0,uuuu,BR,BR,1452293100.0,-4.489706,-47.5058,101978021.0,Paulistão,102052969.0,101/978/021/101978021.geojson,locality,85681931.0,quattroshapes,,,BR,Campeonato Paulista,1545,,101978021.0,
6,9,117382,"-47.1124886336,-20.3199348398,-47.1034374946,-20.306368111",uuuu,85633009.0,,6fea66db9a5360712a5febe4a7620fea,,a99f2a507e0c72e0b1faf744ae538f8e,-20.312912,-47.107674,101978023.0,uuuu,BR,BR,1452293101.0,-20.312872,-47.106851,101978023.0,Laje,404556599.0,101/978/023/101978023.geojson,locality,85681941.0,quattroshapes,,,BR,Laje,148,Q1793368,101978023.0,25468398
7,14,117387,"-47.487338728,-5.10622734295,-47.4806902528,-5.10354766089",uuuu,85633009.0,,42308f6a8453ffcf256d7a2ba97631eb,,2d6cae88d21a13bbf1d6e7e650539347,-5.104958,-47.483431,101978033.0,uuuu,BR,BR,1452293099.0,-5.104761,-47.482928,101978033.0,União,102053159.0,101/978/033/101978033.geojson,locality,85681931.0,quattroshapes,,,BR,União,210,,101978033.0,
8,22,117395,"-47.3988047686,-5.66017573817,-47.3892322487,-5.65082999449",uuuu,85633009.0,,0c45ae74e204a66de11ced6660135f72,,b6b4f4af7ea2ca79da8aec179065d967,-5.655445,-47.393956,101978051.0,uuuu,BR,BR,1452293100.0,-5.655231,-47.393629,101978051.0,Bananal,102052937.0,101/978/051/101978051.geojson,locality,85681931.0,quattroshapes,,,BR,Bananal,24,Q412830,101978051.0,512037
9,24,117397,"-47.3656103149,-5.80271329053,-47.3590941911,-5.79949425401",uuuu,85633009.0,,1f2d0f4a89d2c2cecebbc56d1c7c93a6,,f1cdfa45a832cfe05d6bbeee95b9e170,-5.801206,-47.361798,101978057.0,uuuu,BR,BR,1452293100.0,-5.801077,-47.36141,101978057.0,Ribeirãozinho da Roça,102052937.0,101/978/057/101978057.geojson,locality,85681931.0,quattroshapes,,,BR,List of municipalities of Brazil,39,,101978057.0,
