,Unnamed: 0,Unnamed: 0.1,bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country,wk:page,wordcount,wd:id,wof:id,wk_page_id
0,0,69034,"135.634460449,34.724841341,135.649953613,34.7441650859",uuuu,85632429.0,,0ff81540c8d75f5d87dbb3e7b26dd91c,,0699793378485484a474825da26def35,34.73452,135.641989,85917871.0,uuuu,JP,JP,1458858056.0,34.73484,135.639954,102031813.0,１丁目,102031813.0,859/178/71/85917871.geojson,neighbourhood,85672785.0,quattroshapes,,,JP,Isezakichō,360,,85917871.0,
1,1,69035,"135.694885254,34.7474096065,135.721364746,34.7764351861",uuuu,85632429.0,,4f843326c835f8e09c912194b9afbc96,,52bac6e4b3ef9121da9995bbaaecd214,34.763364,135.707941,85917875.0,uuuu,JP,JP,1458858030.0,34.762804,135.706231,0.0,８丁目,-1.0,859/178/75/85917875.geojson,neighbourhood,85672777.0,quattroshapes,,,JP,Asahikawa Station,182,,85917875.0,
2,2,69036,"135.67939209,34.7383830402,135.704799765,34.7764351861",uuuu,85632429.0,,0925e48b39507f7f96c7f5fea6316596,,7780ef43ce8fc6fcebcaa3e554b8faae,34.756852,135.690102,85917881.0,uuuu,JP,JP,1458858030.0,34.758204,135.689715,0.0,９丁目,-1.0,859/178/81/85917881.geojson,neighbourhood,85672785.0,quattroshapes,,,JP,Nishi Tokyo Bus,2073,,85917881.0,
3,3,69037,"135.651630562,34.7440247829,135.670552979,34.7640247829",uuuu,85632429.0,,f1e7e119534eeaed0879aa79decde13e,,37bf41331552fc4d9c7c9636630e2bbe,34.753902,135.661103,85917885.0,uuuu,JP,JP,1458858057.0,34.754025,135.660553,102032083.0,４丁目,102032083.0,859/178/85/85917885.geojson,neighbourhood,85672785.0,quattroshapes,,,JP,Nagai Station (Osaka),412,,85917885.0,
4,4,69038,"135.528225647,34.5078725833,135.555196533,34.5335300263",uuuu,85632429.0,,6d873ac4b3d66821bb60c92bd83a31b5,,5502c572f631035f2ab4ad52c2b34398,34.521097,135.541999,85917887.0,uuuu,JP,JP,1458858030.0,34.523399,135.544981,102031413.0,１丁目,102031413.0,859/178/87/85917887.geojson,neighbourhood,85672785.0,quattroshapes,,,JP,Isezakichō,360,,85917887.0,
5,5,69039,"135.662912598,34.876918137,135.715871582,34.9071951388",uuuu,85632429.0,,0834f56c639cce5efab3801c0fdc2a39,,19b447fe4cf860483ea41508c0f69c95,34.890903,135.688636,85917889.0,uuuu,JP,JP,1458858030.0,34.892038,135.68133,0.0,１丁目,-1.0,859/178/89/85917889.geojson,neighbourhood,85672777.0,quattroshapes,,,JP,Isezakichō,360,,85917889.0,
6,6,69040,"135.668425135,34.8990976748,135.686935769,34.9117003979",uuuu,85632429.0,,069c319f655c7910668bc46eefe4a4bd,,0dc7d3e45d707b7555b79acde0e4c634,34.90542,135.677427,85917891.0,uuuu,JP,JP,1458858030.0,34.901699,135.678406,0.0,５丁目,-1.0,859/178/91/85917891.geojson,neighbourhood,85672777.0,quattroshapes,,,JP,Koishikawa,153,Q2666269,85917891.0,1024982
7,7,69041,"135.65192627,34.8646651368,135.675950056,34.8846651367",uuuu,85632429.0,,5858b73a045ff03fcfb8452a02a4d669,,6e400df69d63fc71b41dc2d58b9ec80d,34.874017,135.663345,85917893.0,uuuu,JP,JP,1458858050.0,34.874664,135.664673,102031347.0,３丁目,102031347.0,859/178/93/85917893.geojson,neighbourhood,85672785.0,quattroshapes,,,JP,Tama and Friends,859,,85917893.0,
8,8,69042,"135.366281738,34.5033463708,135.39718509,34.5278725833",uuuu,0.0,,cc2147e0af352389046446161f34c5ce,,70010d08751c06d599ceeedd9c198d07,34.516631,135.379969,85917895.0,uuuu,,,1458858030.0,34.514993,135.379776,0.0,３丁目,-1.0,859/178/95/85917895.geojson,neighbourhood,85672785.0,quattroshapes,,,,Tama and Friends,859,,85917895.0,
9,9,69043,"135.333322754,34.3946435403,135.353322754,34.4146435404",uuuu,85632429.0,,81e25d7c28d9b23aa41f55d6ad1be856,,a5aec2fd9303f78fcd57093efcabe17b,34.404644,135.343323,85917899.0,uuuu,JP,JP,1458858055.0,34.404644,135.343323,102031673.0,１丁目,102031673.0,859/178/99/85917899.geojson,neighbourhood,85672785.0,quattroshapes,,,JP,Isezakichō,360,,85917899.0,
10,10,69044,"135.613474121,34.449012646,135.649953613,34.48712782",uuuu,85632429.0,,b9669645554dbc016d07db164d42f6da,,d07469101b78cae789dc1ce5a0b9706e,34.467769,135.632068,85917901.0,uuuu,JP,JP,1458858030.0,34.465554,135.627136,0.0,２丁目,-1.0,859/179/01/85917901.geojson,neighbourhood,85672785.0,quattroshapes,,,JP,Pippu Station,64,,85917901.0,
11,11,69045,"135.274658203,34.6977512847,135.302124023,34.7212972991",uuuu,85632429.0,,30aa5ffed6c1e8142fa3dbe63e4ae3fc,,4ffbb2a5c887fa5ac16f93b4516613be,34.710172,135.289336,85917903.0,uuuu,JP,JP,1458858054.0,34.711965,135.294128,102031613.0,１丁目,102031613.0,859/179/03/85917903.geojson,neighbourhood,85672769.0,quattroshapes,,,JP,Isezakichō,360,,85917903.0,
12,12,69046,"135.265490902,34.7173548479,135.284091504,34.739318044",uuuu,85632429.0,,5e10c83e2a4b0173ef94f21497294d3c,,bf75c475d6bcdff497806132bf75a160,34.72853,135.274689,85917905.0,uuuu,JP,JP,1458858054.0,34.727853,135.27597,102031613.0,１丁目,102031613.0,859/179/05/85917905.geojson,neighbourhood,85672769.0,quattroshapes,,,JP,Isezakichō,360,,85917905.0,
13,13,69047,"135.255432129,34.6996778063,135.274658203,34.721147287",uuuu,85632429.0,,e928f777e485c10f90767a4553540679,,8a2ddc3071d506159c6ae3b2ffdc150d,34.711051,135.265045,85917907.0,uuuu,JP,JP,1458858054.0,34.710761,135.264587,102031613.0,２丁目,102031613.0,859/179/07/85917907.geojson,neighbourhood,85672769.0,quattroshapes,,,JP,Pippu Station,64,,85917907.0,
14,14,69048,"135.251158277,34.7168119266,135.268869122,34.7303268247",uuuu,85632429.0,,fd432e5ee078108cdae254416bbd7e14,,bee2c2bbaa3895b9b1a8e8661b9380f1,34.724023,135.260223,85917909.0,uuuu,JP,JP,1458858054.0,34.725811,135.260925,102031613.0,１丁目,102031613.0,859/179/09/85917909.geojson,neighbourhood,85672769.0,quattroshapes,,,JP,Isezakichō,360,,85917909.0,
15,15,69049,"135.244977867,34.7237267837,135.269185484,34.7493554873",uuuu,85632429.0,,9d840cfe3395b323433b006a08fff752,,523192f117047e46235deaf8beabc05a,34.737135,135.256026,85917911.0,uuuu,JP,JP,1458858054.0,34.734088,135.2535,102031613.0,８丁目,102031613.0,859/179/11/85917911.geojson,neighbourhood,85672769.0,quattroshapes,,,JP,Asahikawa Station,182,,85917911.0,
16,16,69050,"135.281747446,34.7198220435,135.32409668,34.7449548741",uuuu,85632429.0,,fedb13ea6943405076f6978186412f25,,6763835ae81d454703df91a9f42c5097,34.7321,135.301904,85917913.0,uuuu,JP,JP,1458858057.0,34.732956,135.305283,102031837.0,１丁目,102031837.0,859/179/13/85917913.geojson,neighbourhood,85672769.0,quattroshapes,,,JP,Isezakichō,360,,85917913.0,
17,17,69051,"135.29905598,34.6966223629,135.324876101,34.7303268247",uuuu,85632429.0,,e46af0f8d6b256210ca702817f002782,,4b988a788e346de780f15ff501d8d1cf,34.71337,135.312015,85917917.0,uuuu,JP,JP,1458858057.0,34.713907,135.309989,102031837.0,１丁目,102031837.0,859/179/17/85917917.geojson,neighbourhood,85672769.0,quattroshapes,,,JP,Isezakichō,360,,85917917.0,
18,18,69052,"135.267404785,34.7343683996,135.323896358,34.7628964467",uuuu,85632429.0,,639d29ad4323d5980f790d2aa205b599,,be67413a5e32d2698b3de580c551184c,34.748571,135.291353,85917921.0,uuuu,JP,JP,1458858030.0,34.746991,135.29068,0.0,７丁目,-1.0,859/179/21/85917921.geojson,neighbourhood,85672769.0,quattroshapes,,,JP,Nangō-Nana-Chōme Station,110,,85917921.0,
19,19,69053,"135.256418457,34.6785571485,135.287404785,34.7054931021",uuuu,85632429.0,,13affbc57bedb6d38bdebd7dbc4c1dcc,,bc37ce44f1d1b6ca93fdb7e92bca9432,34.691362,135.271276,85917925.0,uuuu,JP,JP,1458858054.0,34.690734,135.269853,102031613.0,２丁目,102031613.0,859/179/25/85917925.geojson,neighbourhood,85672769.0,quattroshapes,,,JP,Pippu Station,64,,85917925.0,
20,20,69054,"135.205777626,34.7033145554,135.227767308,34.7184358598",uuuu,85632429.0,,c5d6b8f02ecebc24c1d9759be10bfc5b,,73c19e5c0eddd8dcf70861fb4d82e16c,34.71107,135.214939,85917929.0,uuuu,JP,JP,1458858054.0,34.710388,135.214615,102031613.0,３丁目,102031613.0,859/179/29/85917929.geojson,neighbourhood,85672769.0,quattroshapes,,,JP,Tama and Friends,859,,85917929.0,
21,21,69055,"135.229350352,34.6932354125,135.258178711,34.7222669105",uuuu,85632429.0,,666002315eda1e4032a184bcbc97a21a,,cecf563e97827c2546bbc87f288cf7e1,34.707463,135.245865,85917935.0,uuuu,JP,JP,1458858054.0,34.709289,135.244915,102031613.0,１丁目,102031613.0,859/179/35/85917935.geojson,neighbourhood,85672769.0,quattroshapes,,,JP,Isezakichō,360,,85917935.0,
22,22,69056,"135.213846436,34.7191974988,135.254360407,34.7674096065",uuuu,85632429.0,,b9a4f132aa0581d526925b4204623d62,,5223c3c206a238d98e471bf622561886,34.745098,135.233919,85917941.0,uuuu,JP,JP,1458858054.0,34.746554,135.235485,102031613.0,５丁目,102031613.0,859/179/41/85917941.geojson,neighbourhood,85672769.0,quattroshapes,,,JP,Koishikawa,153,Q2666269,85917941.0,1024982
23,23,69057,"135.194620361,34.7131076884,135.230298343,34.7459699238",uuuu,85632429.0,,2d86745bfdca032f1e474e60143efcbf,,0e562b6a31a03071c9004105898b889a,34.73029,135.211823,85917943.0,uuuu,JP,JP,1458858054.0,34.732057,135.209426,102031613.0,２丁目,102031613.0,859/179/43/85917943.geojson,neighbourhood,85672769.0,quattroshapes,,,JP,Pippu Station,64,,85917943.0,
