,Unnamed: 0,bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country,wk:page,wordcount
0,38540,"24.0372505721,42.2004494985,24.0530083482,42.2112449152",uuuu,85633001.0,,9a6179586e2d69713db53a7f007fb078,,6fa85855d79b54c04e3afb1fc6c543a8,42.20672,24.043045,101799265.0,uuuu,BG,BG,1452293784.0,42.206874,24.041195,101799265.0,Белово,85681763.0,101/799/265/101799265.geojson,locality,85681763.0,quattroshapes,,,BG,"Belovo, Bulgaria",161
1,38541,"24.3708647135,42.2060308617,24.3901002369,42.2182459607",uuuu,85633001.0,,6c70e14e94863c7a285094978b2c282c,,6bdaf60f3e96552a332ee66846453693,42.211776,24.379962,101799267.0,uuuu,BG,BG,1452293786.0,42.211555,24.379963,101799267.0,Добровница,85681763.0,101/799/267/101799267.geojson,locality,85681763.0,quattroshapes,,,BG,Kriva Palanka Municipality,127
2,38542,"24.187537426,42.198318588,24.2098937806,42.2082639511",uuuu,85633001.0,,9fb0fb8e44896fe88cdbaabf08d78d39,,c923acdd85bf6d78239d160c5f7d3f86,42.203132,24.198468,101799269.0,uuuu,BG,BG,1452293785.0,42.203811,24.197536,101799269.0,Ковачево,85681763.0,101/799/269/101799269.geojson,locality,85681763.0,quattroshapes,,,BG,"Kovachevo, Stara Zagora Province",109
4,38545,"24.1719761582,42.1796494929,24.193554447,42.1908202575",uuuu,85633001.0,,03596fb901647b5e4c6407e04ffa7f7c,,a04037b41b9867e107095b68c59755ac,42.185438,24.181698,101799275.0,uuuu,BG,BG,1452293784.0,42.185494,24.181535,101799275.0,Лозен,85681763.0,101/799/275/101799275.geojson,locality,85681763.0,quattroshapes,,,BG,Strazhitsa Municipality,216
5,38546,"24.206140659,42.1613627077,24.2318448754,42.1744348127",uuuu,85633001.0,,cb40a1f9c73fc247bf2df10441c3affe,,dc9cac4edf736e081096896b006630c5,42.166993,24.218505,101799277.0,uuuu,BG,BG,1452293783.0,42.165405,24.216559,101799277.0,Братаница,85681763.0,101/799/277/101799277.geojson,locality,85681763.0,quattroshapes,,,BG,Serbo-Croatian kinship,499
6,38547,"24.3040146492,42.1514205599,24.3197798703,42.1639814983",uuuu,85633001.0,,9af64ccc65c18689ac66c925d0739252,,739ebd44e6035a1ccf013daeffc064bd,42.157997,24.31122,101799281.0,uuuu,BG,BG,1452293785.0,42.158012,24.31122,101799281.0,Главиница,85681763.0,101/799/281/101799281.geojson,locality,85681763.0,quattroshapes,,,BG,Glavinitsa,172
7,38548,"23.9768944996,41.9987143581,24.013570852,42.0537080358",uuuu,85633001.0,,774d8b6a12f4e3e41a0204c86e8e2580,,4eaeaf9c12e978b5663673daee4cfa8f,42.027482,23.991474,101799283.0,uuuu,BG,BG,1455924858.0,42.031654,23.994248,101799283.0,Велинград,85681763.0,101/799/283/101799283.geojson,locality,85681763.0,quattroshapes,,,BG,Velingrad,410
8,38550,"24.357078109,42.0212535505,24.3819628283,42.0454068174",uuuu,85633001.0,,6c9e0a79c5eadbcce5ac1de16c0e6b22,,07cd187c5b82aef0e556f75ea89816b0,42.030071,24.367793,101799287.0,uuuu,BG,BG,1457385523.0,42.027386,24.367605,101799287.0,Брацигово,85681763.0,101/799/287/101799287.geojson,locality,85681763.0,quattroshapes,,,BG,Bratsigovo,247
9,38551,"24.0716261397,41.9782096988,24.0966178383,42.0043095765",uuuu,85633001.0,,2ee9153b9b6ac1c4abb5e25b8855e696,,2f6bbe73c852b9396f53549b35dee00f,41.98993,24.086229,101799289.0,uuuu,BG,BG,1455924858.0,41.990834,24.089164,101799289.0,Ракитово,85681763.0,101/799/289/101799289.geojson,locality,85681763.0,quattroshapes,,,BG,Rakitovo,117
10,38554,"24.2145630004,42.1078112387,24.2331095741,42.1184345233",uuuu,85633001.0,,077e7b569bffe2c025aec323e3239ccf,,c3b8e1d6438360650de2f377a0d305e0,42.1127,24.223727,101799295.0,uuuu,BG,BG,1452293784.0,42.113219,24.225759,101799295.0,Црънча,85681763.0,101/799/295/101799295.geojson,locality,85681763.0,quattroshapes,,,BG,Tsrancha,65
13,38559,"23.1751215742,42.5547948575,23.2037083235,42.5763488169",uuuu,85633001.0,,446fe4776b6fe5721a86e13a12bc2597,,babc27e2a737f7be2d6de4988ced6aec,42.566533,23.187561,101799307.0,uuuu,BG,BG,1452293784.0,42.565206,23.186586,101799307.0,Кладница,85681767.0,101/799/307/101799307.geojson,locality,85681767.0,quattroshapes,,,BG,Kladnitsa Peak,216
14,38560,"23.1864128943,42.6150967266,23.2058123114,42.6369647936",uuuu,85633001.0,,38c2027b2b12795a338d49922b717332,,0f26d52901d96e48a21518e9058366bc,42.627223,23.194856,101799309.0,uuuu,BG,BG,1452293784.0,42.627784,23.194855,101799309.0,Владая,85681771.0,101/799/309/101799309.geojson,locality,85681771.0,quattroshapes,,,BG,Vladaya,482
15,38563,"23.3395256892,42.574025232,23.370339913,42.5926515923",uuuu,85633001.0,,b8482381c16c17f858d57950f34b8597,,0270e546f4caabf8985a28634df02a8f,42.583299,23.355175,101799317.0,uuuu,BG,BG,1452293784.0,42.583691,23.357977,101799317.0,Бистрица,85681771.0,101/799/317/101799317.geojson,locality,85681771.0,quattroshapes,,,BG,"Bistrica, Macedonia",67
16,38564,"24.5732496153,42.6730265595,24.5925755674,42.6893084089",uuuu,85633001.0,,766ea1d262edfd4bc848506ad9054937,,1e82be9c80dce10e81f5a32689c0836e,42.681707,24.580597,101799319.0,uuuu,BG,BG,1452293784.0,42.681995,24.580451,101799319.0,Слатина,85681779.0,101/799/319/101799319.geojson,locality,85681779.0,quattroshapes,,,BG,Byala Slatina,56
17,38565,"24.7173499183,42.6532668814,24.7326196603,42.6585638838",uuuu,85633001.0,,8c86f403b3099ac1b081c3d8f6dc7ca2,,becdbdd74c7b5cef07c8ea52a380a916,42.656044,24.725595,101799321.0,uuuu,BG,BG,1452293783.0,42.656047,24.726976,101799321.0,Анево,85681779.0,101/799/321/101799321.geojson,locality,85681779.0,quattroshapes,,,BG,Anevo Fortress,656
18,38566,"24.6209329441,42.6377794844,24.6533174312,42.6478872974",uuuu,85633001.0,,af88ad78ebfd8243e6c4c87f97a03db1,,6b23b3fb65d25b53cc1d626f9f94254d,42.642224,24.639841,101799323.0,uuuu,BG,BG,1452293783.0,42.642664,24.646341,101799323.0,Богдан,85681779.0,101/799/323/101799323.geojson,locality,85681779.0,quattroshapes,,,BG,Bogdan Dochev,83
19,38567,"24.6498892971,42.6189266527,24.6770351834,42.6373001084",uuuu,85633001.0,,24aee4a0abc67476ef5b210fbe5de473,,c8972c21da738416b2c54e2a984087b0,42.629007,24.660083,101799325.0,uuuu,BG,BG,1452293784.0,42.630836,24.659158,101799325.0,Каравелово,85681779.0,101/799/325/101799325.geojson,locality,85681779.0,quattroshapes,,,BG,Aksakovo Municipality,223
