,Unnamed: 0,bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country,wk:page,wordcount
0,0,"-180.0,-12.199965,180.0,81.288804",uuuu,0.0,,5c539bb86274dc3a28e4b8fe2bc2331d,,9f5b93f1757d9a281001f9ff67eeeed3,45.29272,95.729651,102191569.0,uuuu,,,1457384794.0,49.512481,94.464337,0.0,Asia,0.0,102/191/569/102191569.geojson,continent,0.0,naturalearth,,,,Asia,7791
1,1,"-25.360422,-34.821954,51.417038,37.345201",uuuu,0.0,,c9c4d404ec7b46ef8f07397ef9cda892,,dc3ee93e41413065aa57153f9814732c,6.435268,18.269761,102191573.0,uuuu,,,1452297526.0,21.638471,3.924068,0.0,Africa,0.0,102/191/573/102191573.geojson,continent,0.0,naturalearth,,,,Africa,9840
2,2,"-179.143503,5.515082,179.780935,83.634101",uuuu,0.0,,fea1a45643dbe74572c7b7be4a785245,,64f3d8f7b28cbfca1b8dbd9f3e0aec4f,56.498698,-92.335587,102191575.0,uuuu,,,1452297521.0,38.309137,-101.328273,0.0,North America,0.0,102/191/575/102191575.geojson,continent,0.0,naturalearth,,,,North America,9285
3,3,"-92.011586,-55.918504,-28.877065,15.702948",uuuu,0.0,,e57d1a2fd61f8d844571892b8a93f80e,,81f068a343dc1f2c66984aef5c2a519d,-15.160377,-60.790535,102191577.0,uuuu,,,1452297533.0,-12.819233,-50.657067,0.0,South America,0.0,102/191/577/102191577.geojson,continent,0.0,naturalearth,,,,South America,5946
4,4,"-180.0,-90.0,180.0,-54.380141",uuuu,0.0,,78c6df4fbcf3d37c8e31f666581366ef,,511506b9ffe3ad5f17e74d159b7d5aec,-80.508459,19.909273,102191579.0,uuuu,,,1452297526.0,-79.843222,35.885456,0.0,Antarctica,-1.0,102/191/579/102191579.geojson,continent,0.0,naturalearth,,,,Antarctica,11937
5,6,"-180.0,-54.750421,180.0,28.401679",uuuu,0.0,,700f4a5842209a2803402dbb7014bbea,,9210a4d02b420070afe4a0dd902d2d18,-25.194861,135.850421,102191583.0,uuuu,,,1452297528.0,-24.130111,134.050312,0.0,Oceania,0.0,102/191/583/102191583.geojson,continent,0.0,naturalearth,,,,Oceania,2901
6,7,"-109.234242,-60.772719,94.290782,39.728339",uuuu,0.0,,7824bbf65e03790aff771ed2880f69cc,,8fab16a6ffd2bd9ce7bbd6dd646cf06d,-25.693528,38.764014,102193527.0,uuuu,,,1452296684.0,-54.385042,-36.591464,0.0,Seven Seas,0.0,102/193/527/102193527.geojson,continent,0.0,naturalearth,,,,Seven Seas,1496
7,1,"-73.969617,40.74811,-73.964853,40.752629",uuuu,102312305.0,,79bcca1cbb7ff27565f0cc6562897cec,,7ed71bd71aa9b6c897d0bed6f5ee1f31,40.750368,-73.967287,102312305.0,uuuu,UN,UN,1452297353.0,40.750362,-73.967323,0.0,United Nations,102191575.0,102/312/305/102312305.geojson,country,0.0,mapzen,,,UN,United Nations,9947
8,12,"95.007080078,-10.9925146964,141.022151,6.081250191",uuuu,85632203.0,,d5bc4fa884eecbd3d539fe06d915ace8,,2d672010d1547d6b61880828874e0ff1,-2.231787,117.302081,85632203.0,uuuu,ID,ID,1452290867.0,-1.003189,101.972332,0.0,Indonesia,102191569.0,856/322/03/85632203.geojson,country,0.0,quattroshapes,,,ID,Indonesia,14682
9,16,"-17.108888626,20.770066173,-8.666665214,27.6687672",uuuu,85632217.0,,630fe7f30c5454c183b4250e3a449cf6,,f9e28971a45ee15df6fce184f77ec5fc,24.227886,-12.213592,85632217.0,uuuu,EH,EH,1452290861.0,23.966331,-12.630321,0.0,Western Sahara,102191573.0,856/322/17/85632217.geojson,country,0.0,quattroshapes,,,EH,Western Sahara,9770
10,38,"97.343396,5.6128955,105.636812,20.465047",uuuu,85632293.0,,8d9ca378a3e8690550e9524e42c7f2ba,,32a1dde4ec26f16e7f4cec87a815f37a,15.107267,101.011652,85632293.0,uuuu,TH,TH,1452290858.0,15.512883,101.301707,0.0,Thailand,102191569.0,856/322/93/85632293.geojson,country,0.0,quattroshapes,,,TH,Thailand,14191
11,84,"-69.161224365,11.978750229,-68.641281128,12.397861481",uuuu,85632441.0,,fe3aa1e305d2e7baad1da06fc9c92479,,ee6bfa207bd4f74d9138c79be612ab25,12.196377,-68.967874,85632441.0,uuuu,CW,CW,1463442930.0,12.150201,-68.933415,0.0,Curacao,102191575.0,856/324/41/85632441.geojson,country,0.0,quattroshapes,,,CW,Curaçao,7747
12,149,"73.499414,20.226222992,134.77281,53.560974",uuuu,85632695.0,,fbf0ac2a0877d3f61c27c391f58a6196,,9085a709ae75eaa091bc5bafaeb4617e,36.6249,103.909865,85632695.0,uuuu,CN,CN,1452291151.0,32.523743,106.431983,0.0,China,102191569.0,856/326/95/85632695.geojson,country,0.0,quattroshapes,,,CN,China,22432
13,156,"-68.419555664,12.028721809,-62.942943573,17.648555756",uuuu,85632727.0,,3b99cc15ea796f1171f89f9fc1b7ae7b,,7610d2da94d14c8d71ea80b31d5beb82,12.80458,-67.689731,85632727.0,uuuu,AN,AN,1452290982.0,12.194274,-68.249092,0.0,Netherlands,-1.0,856/327/27/85632727.geojson,country,0.0,quattroshapes,136251281.0,,AN,Netherlands,19987
14,158,"42.67008,8.001139,48.939110555,11.535471916",uuuu,85632733.0,,c8c91619b11262c8cc56cb853a8254e3,,e98ec8b3655f749c91ab56e98fc3f879,9.725679,46.275584,85632733.0,uuuu,XS,XS,1452290989.0,9.439981,46.750416,0.0,Somaliland,102191573.0,856/327/33/85632733.geojson,country,0.0,quattroshapes,,,XS,Somaliland,7336
15,160,"99.640388489,0.853821,119.27544408,7.483749866",uuuu,85632739.0,,b9fa7c4fe13accf20ab702ce4e62bd29,,16abcc802a385208542255163c90076e,3.794597,109.72322,85632739.0,uuuu,MY,MY,1452290980.0,2.521947,113.833569,0.0,Malaysia,102191569.0,856/327/39/85632739.geojson,country,0.0,quattroshapes,,,MY,Malaysia,15237
16,178,"-109.444168091,-55.9792976379,-66.413772583,-17.4984741211",uuuu,85633057.0,,adb7487732796e26d6a0903ef328f461,,1204bf3dd72ff04b3deaefb3f99f86bc,-37.979008,-71.38955,85633057.0,uuuu,CL,CL,1452291279.0,-38.165295,-72.288079,0.0,Chile,102191577.0,856/330/57/85633057.geojson,country,0.0,quattroshapes,,,CL,Chile,15403
17,219,"41.781005,42.024813,41.781005,42.024813",uuuu,421166797.0,2016-03-29,9c4785c25779d580a68e702c3587f3a1,,811078a23ffe76fdeb5cb026d20e6d95,42.024813,41.781005,421166797.0,uuuu,GE,GE,1459272941.0,0.0,0.0,0.0,Georgia,102191569.0,421/166/797/421166797.geojson,country,0.0,quattroshapes,,,GE,Georgia,319
18,220,"46.200828,5.16158,46.200828,5.16158",uuuu,421180189.0,2016-03-29,34286fca5e6e277ee2f64debeeac593b,,68062baa38ddd66561a32fbbfd2421d4,5.16158,46.200828,421180189.0,uuuu,SO,SO,1459272950.0,0.0,0.0,0.0,Somalia,102191573.0,421/180/189/421180189.geojson,country,0.0,quattroshapes,,,SO,Somalia,21231
19,221,"59.327545,47.999248,59.327545,47.999248",uuuu,421185849.0,2016-03-29,ea3cab2eb99c1e3ec7b964feff014f41,,6fbd83c3b27373a30258a97ff8b8175f,47.999248,59.327545,421185849.0,uuuu,KZ,KZ,1459272955.0,0.0,0.0,0.0,Kazakhstan,102191569.0,421/185/849/421185849.geojson,country,0.0,quattroshapes,,,KZ,Kazakhstan,12860
