,bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country
14597,"-97.474365,47.237729,-96.828764,47.672201",uuuu,85633793.0,,afb7e74d8ee7250e350aff193c291dc4,,cea3193e010a09a9701a0c435d9f8a00,47.454185,-97.161581,102081481.0,uuuu,US,US,1461270323.0,47.455429,-97.161523,0.0,Traill,85688525.0,102/081/481/102081481.geojson,county,85688525.0,quattroshapes,,,US
14598,"-74.553105,39.475198,-73.965414,40.172355",uuuu,85633793.0,,be66139e8e634b0471c39a7149e9f991,,1b27a1a7778bcc1268fa96697e2d84f9,39.866,-74.250026,102081485.0,uuuu,US,US,1461270323.0,39.896538,-74.226209,0.0,Ocean,85688607.0,102/081/485/102081485.geojson,county,85688607.0,quattroshapes,,,US
14599,"-103.099867,46.980563,-102.144313,47.823713",uuuu,85633793.0,,03e48289eee7b389e52ed186e9af7227,,7339408a05017ce0d443280c566f9558,47.356752,-102.618244,102081487.0,uuuu,US,US,1461270323.0,47.337708,-102.618258,0.0,Dunn,85688525.0,102/081/487/102081487.geojson,county,85688525.0,quattroshapes,,,US
14600,"-101.764812,46.980962,-100.878371,47.296581",uuuu,85633793.0,,70aefdb697aca8e5d84136c8d342b85b,,137eed869fc9a84d0d499a0887dedff4,47.115284,-101.34036,102081489.0,uuuu,US,US,1461270323.0,47.111301,-101.340371,0.0,Oliver,85688525.0,102/081/489/102081489.geojson,county,85688525.0,quattroshapes,,,US
14601,"-104.046095,46.279773,-102.924375,46.630201",uuuu,85633793.0,,7f4aa703080606342b8a527acd3c72a2,,97eaf2d8623d5979b64b1689ee4aafb7,46.447221,-103.459902,102081491.0,uuuu,US,US,1461270323.0,46.454866,-103.459928,0.0,Slope,85688525.0,102/081/491/102081491.geojson,county,85688525.0,quattroshapes,,,US
14602,"-97.903751,47.671975,-96.885033,48.195102",uuuu,85633793.0,,ca71f25aab2329c3384596bdd9987f81,,4955f73f144527fb450645fd48c14594,47.921919,-97.456933,102081493.0,uuuu,US,US,1461270323.0,47.933457,-97.4569,0.0,Grand Forks,85688525.0,102/081/493/102081493.geojson,county,85688525.0,quattroshapes,,,US
14603,"-102.928003,46.205237,-101.997786,46.631078",uuuu,85633793.0,,ecf1775aa867777df27296f5c1a8175c,,961f9cf000d0ad788fc2f6c3a1f5f8c2,46.432531,-102.460358,102081495.0,uuuu,US,US,1461270324.0,46.455064,-102.460325,0.0,Hettinger,85688525.0,102/081/495/102081495.geojson,county,85688525.0,quattroshapes,,,US
14604,"-102.096629,46.006767,-101.023819,46.718019",uuuu,85633793.0,,d88dd4574199f91cc8f76aea9f919f32,,2c979dcbeb72e113943dd45d60b62b37,46.358279,-101.63971,102081497.0,uuuu,US,US,1461270324.0,46.33289,-101.629557,0.0,Grant,85688525.0,102/081/497/102081497.geojson,county,85688525.0,quattroshapes,,,US
14605,"-102.939936,48.546114,-102.021144,48.999431",uuuu,85633793.0,,c18b243fe886e561d210341929340d7e,,b446b6022b676563a27032a916b0e3b9,48.791003,-102.518264,102081499.0,uuuu,US,US,1461270324.0,48.772758,-102.518221,0.0,Burke,85688525.0,102/081/499/102081499.geojson,county,85688525.0,quattroshapes,,,US
14606,"-99.29738,47.587096,-98.500078,47.847616",uuuu,85633793.0,,82941202f29bfb1b8303993091ad56fb,,bcf5a561990178aa6592b35b96f748fb,47.717586,-98.901584,102081503.0,uuuu,US,US,1461270324.0,47.71737,-98.90162,0.0,Eddy,85688525.0,102/081/503/102081503.geojson,county,85688525.0,quattroshapes,,,US
14607,"-98.034929,46.282264,-97.279822,46.630727",uuuu,85633793.0,,1f7d769eccd62e95c50ecac90129569d,,11527668d37af71aa940a07085c6b13c,46.45616,-97.657455,102081505.0,uuuu,US,US,1461270324.0,46.456105,-97.65741,0.0,Ransom,85688525.0,102/081/505/102081505.geojson,county,85688525.0,quattroshapes,,,US
14608,"-100.069706,47.32693,-99.26571,47.847788",uuuu,85633793.0,,feb9a8c4cc46ee6fad0308b3579a383e,,f40cfbdc80141aa4ff2b7a7119c98353,47.587531,-99.660953,102081507.0,uuuu,US,US,1461270324.0,47.587108,-99.660963,0.0,Wells,85688525.0,102/081/507/102081507.geojson,county,85688525.0,quattroshapes,,,US
14609,"-97.950709,48.542184,-97.09031,49.000692",uuuu,85633793.0,,7fe1c19aa3a73f1b29060bde4dab4b38,,a5f73f147a7db95c0a158e79912f36da,48.767518,-97.551832,102081509.0,uuuu,US,US,1461270324.0,48.771848,-97.551796,0.0,Pembina,85688525.0,102/081/509/102081509.geojson,county,85688525.0,quattroshapes,,,US
14610,"-103.667564,46.62952,-103.032417,47.329354",uuuu,85633793.0,,c89d29cea369a758e23c50b008709495,,f67f3282e74c9cf87ede2646d16c86f9,47.023445,-103.376425,102081511.0,uuuu,US,US,1461270324.0,47.106116,-103.414204,0.0,Billings,85688525.0,102/081/511/102081511.geojson,county,85688525.0,quattroshapes,,,US
14611,"-99.000839,48.543122,-97.926993,49.000501",uuuu,85633793.0,,05fef7c304d52dc05fc27117069f4059,,40d373364e209b43aaccc3ec12a19958,48.772302,-98.464863,102081513.0,uuuu,US,US,1461270324.0,48.771991,-98.464841,0.0,Cavalier,85688525.0,102/081/513/102081513.geojson,county,85688525.0,quattroshapes,,,US
14612,"-100.183049,48.544789,-99.492915,48.999308",uuuu,85633793.0,,5950200c6a619e7fed69f8677493adbb,,1e702e86dd8a8a9e6d753d7d43d15a03,48.77245,-99.840985,102081515.0,uuuu,US,US,1461270324.0,48.772042,-99.840938,0.0,Rolette,85688525.0,102/081/515/102081515.geojson,county,85688525.0,quattroshapes,,,US
14613,"-99.200319,47.914976,-98.292105,48.544232",uuuu,85633793.0,,6c14f442b9ede75d043a3d55a4c0301e,,aae6ff59ab1406b6035997706f5728cc,48.268934,-98.720138,102081517.0,uuuu,US,US,1461270324.0,48.271984,-98.674792,0.0,Ramsey,85688525.0,102/081/517/102081517.geojson,county,85688525.0,quattroshapes,,,US
