,bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country
13082,"-75.36996,40.83845,-75.27021,40.922673",uuuu,0.0,,c90a52976dffa5c2bf34b53cbc82657a,,f9d77f28d6a48eac8b0d800fbc48bafd,40.879916,-75.311166,420539351.0,uuuu,US,US,1452292135.0,40.877512,-75.308082,0.0,Ross Common,-1.0,420/539/351/420539351.geojson,neighbourhood,0.0,zetashapes,,420539125,US
13083,"-75.397123,40.789507,-75.356264,40.812099",uuuu,0.0,,4fdf0149f35042a279c9d3cf44af5a14,,c6691471202d1a286bd8eed248dce0a1,40.799753,-75.376159,420539353.0,uuuu,US,US,1452292128.0,40.797509,-75.376164,0.0,Copella,-1.0,420/539/353/420539353.geojson,neighbourhood,0.0,zetashapes,,,US
13084,"-75.247557,40.711793,-75.20136,40.754015",uuuu,0.0,,789e2b52e72e65278e5c70fccd6ec2d7,,a54d184619d7cfccd4c2916abcd8a956,40.734455,-75.226121,420539357.0,uuuu,US,US,1452292135.0,40.734091,-75.226109,0.0,Zucksville,-1.0,420/539/357/420539357.geojson,neighbourhood,0.0,zetashapes,,,US
13085,"-75.446544,40.775775,-75.414386,40.808411",uuuu,0.0,,280be1243ab71cfd76c48514025c8bed,,792b61b88612d8768e95abb6449b6662,40.79222,-75.428079,420539359.0,uuuu,US,US,1452292124.0,40.791841,-75.426773,0.0,Klecknersville,-1.0,420/539/359/420539359.geojson,neighbourhood,0.0,zetashapes,,,US
13086,"-75.257121,40.695241,-75.219546,40.729522",uuuu,0.0,,41b1148d38b0c71d4d17fba0173b5dcf,,22e651d0ecbecfa9039199a3a080ed17,40.712141,-75.240426,420539361.0,uuuu,US,US,1452292133.0,40.712348,-75.239157,0.0,Coilton,-1.0,420/539/361/420539361.geojson,neighbourhood,0.0,zetashapes,,,US
13087,"-75.168349,40.800294,-75.121872,40.838443",uuuu,0.0,,489fa01a0f4172429e844e9197c5bc07,,e56037d45ab61e134a8c84c3d4ff71b7,40.818968,-75.143233,420539363.0,uuuu,US,US,1452292135.0,40.817557,-75.140493,0.0,Gruvertown,-1.0,420/539/363/420539363.geojson,neighbourhood,0.0,zetashapes,,,US
13088,"-75.395517,40.759433,-75.354241,40.794541",uuuu,0.0,,161f83098ceb78fbeeee2cce03442a4e,,673b373399f92594f3bf35e8c7075e6f,40.775148,-75.373825,420539365.0,uuuu,US,US,1452292126.0,40.776015,-75.37343,0.0,Moorestown,-1.0,420/539/365/420539365.geojson,neighbourhood,0.0,zetashapes,,,US
13089,"-75.478034,40.665929,-75.422251,40.714336",uuuu,0.0,,d4ae1072cc00efa3d27ddfe0239378b3,,242cb5e960a41844a004468110d70cb8,40.689414,-75.451337,420539367.0,uuuu,US,US,1452292131.0,40.683065,-75.448547,0.0,Weaversville,-1.0,420/539/367/420539367.geojson,neighbourhood,0.0,zetashapes,,,US
13090,"-75.347016,40.731922,-75.335801,40.743242",uuuu,0.0,,ebc1fd9fb55a382b636bc451e1ef8cc9,,f26a1d76b6e450972959194a3e8f3326,40.738076,-75.341825,420539369.0,uuuu,US,US,1452292136.0,40.737127,-75.342294,0.0,Christian Springs,-1.0,420/539/369/420539369.geojson,neighbourhood,0.0,zetashapes,,,US
13091,"-75.495773,40.784078,-75.478076,40.79586",uuuu,0.0,,f9a19aee9733d4b6466b34e71b1cab85,,81afc646f543bccfff92230287902f2d,40.789602,-75.487043,420539371.0,uuuu,US,US,1452292133.0,40.787821,-75.490865,0.0,Rockville,-1.0,420/539/371/420539371.geojson,neighbourhood,0.0,zetashapes,,,US
13092,"-75.443267,40.798048,-75.371428,40.834291",uuuu,0.0,,ca3caa91179a78eb16a850449f10a2e8,,8c177b151e17ba8074cc74099a23ede8,40.816032,-75.405769,420539375.0,uuuu,US,US,1452292125.0,40.814986,-75.409301,0.0,Benders Junction,-1.0,420/539/375/420539375.geojson,neighbourhood,0.0,zetashapes,,,US
13093,"-75.365569,40.729692,-75.345018,40.739921",uuuu,0.0,,fab1bcc78df65d8131a0f1783e0e4769,,c8a1643aa852d16f3d8ace1a18a0d576,40.734119,-75.356422,420539377.0,uuuu,US,US,1452292129.0,40.733622,-75.360859,0.0,Penn Allen,-1.0,420/539/377/420539377.geojson,neighbourhood,0.0,zetashapes,,,US
13094,"-75.347284,40.595579,-75.276129,40.650717",uuuu,0.0,,db79215add5465f4445ee0ece957eb7a,,f98f2f9ec9b2749763dca0295cc6815a,40.620715,-75.320835,420539379.0,uuuu,US,US,1452292131.0,40.629981,-75.327308,0.0,Steel City,-1.0,420/539/379/420539379.geojson,neighbourhood,0.0,zetashapes,,,US
13095,"-75.401348,40.718364,-75.394432,40.726609",uuuu,85633793.0,,ef8cefdc74fa68a188751c3153029e52,,b5d65d45b0ab614420041c32ae1e39fe,40.723634,-75.39774,420539381.0,uuuu,US,US,1452292125.0,40.723689,-75.397114,101717903.0,Clyde,101717903.0,420/539/381/420539381.geojson,neighbourhood,85688481.0,zetashapes,,,US
13096,"-75.380495,40.652843,-75.349,40.672598",uuuu,85633793.0,,4a3e4a71051160cb3f34fd4c3b814094,,f7d8e143a1bfe7a03a1d04c59b346d64,40.66246,-75.364039,420539383.0,uuuu,US,US,1452292129.0,40.662179,-75.362767,101717907.0,Macada,101717907.0,420/539/383/420539383.geojson,neighbourhood,85688481.0,zetashapes,,,US
13097,"-75.376599,40.7176,-75.337691,40.731116",uuuu,0.0,,3fa7d491f390b87aea9a57d40fc13945,,4ce655ba1d0edf2008c124e04bcbeabc,40.72459,-75.360131,420539385.0,uuuu,US,US,1452292131.0,40.722321,-75.364687,0.0,Tadmor,-1.0,420/539/385/420539385.geojson,neighbourhood,0.0,zetashapes,,,US
13098,"-75.152938,40.893553,-75.12975,40.907066",uuuu,0.0,,bbf9838af1775e26e74424f41e013c51,,93bb6c9f05e9703bb01452a413b3f007,40.900499,-75.140534,420539387.0,uuuu,US,US,1452292135.0,40.900814,-75.139569,0.0,Johnsonville,-1.0,420/539/387/420539387.geojson,neighbourhood,0.0,zetashapes,,,US
13099,"-75.347704,40.773099,-75.292397,40.823222",uuuu,0.0,,77d274a8e6f8f41670b13495c090e5a1,,d5dfa51d257b068ce855069d9d3282f1,40.798138,-75.320689,420539389.0,uuuu,US,US,1452292134.0,40.793991,-75.326749,0.0,Bushkill Center,-1.0,420/539/389/420539389.geojson,neighbourhood,0.0,zetashapes,,,US
13100,"-75.079828,40.883881,-75.064286,40.913125",uuuu,0.0,2015-12-29,ec8980502d399826628c24ab18979675,,ea313202a20caf1b6b0cc2e0c68a4e5a,40.896164,-75.074069,420539393.0,uuuu,US,US,1452292128.0,40.898752,-75.076665,0.0,Ramseyburg,-1.0,420/539/393/420539393.geojson,neighbourhood,0.0,zetashapes,420527759.0,,US
13101,"-75.457843,40.785212,-75.446564,40.796741",uuuu,0.0,,c9e2baa93d339c53502b5bd9bf78b9f2,,bf7169c8c74a0534438edac307bc62dd,40.791263,-75.451466,420539395.0,uuuu,US,US,1452292135.0,40.791769,-75.451469,0.0,Delps,-1.0,420/539/395/420539395.geojson,neighbourhood,0.0,zetashapes,,,US
13102,"-75.55427,40.744414,-75.51034,40.770498",uuuu,85633793.0,,f462205257abb97f6820f612a5686fe9,,86bc63dfbfd81e4755b62c6aff838d7c,40.75951,-75.530992,420539397.0,uuuu,US,US,1452292129.0,40.758162,-75.528824,101719945.0,Pennsville,101719945.0,420/539/397/420539397.geojson,neighbourhood,85688481.0,zetashapes,,,US
13103,"-75.404412,40.580787,-75.364871,40.600687",uuuu,0.0,,7c69952f9e5490eb5a48ec6ad2b7cdba,,7414772a13e7ffe9945c2a362bcab7ad,40.591518,-75.383252,420539399.0,uuuu,US,US,1452292126.0,40.59374,-75.376675,0.0,Seidersville,-1.0,420/539/399/420539399.geojson,neighbourhood,0.0,zetashapes,,,US
13104,"-75.559777,40.768223,-75.549576,40.788425",uuuu,0.0,,3f669648dc667a62e7656b9d5ef7b3ea,,a964182653903b66e9fdf1d19777e926,40.778332,-75.554369,420539401.0,uuuu,US,US,1452292135.0,40.783617,-75.553212,0.0,Edgemont,-1.0,420/539/401/420539401.geojson,neighbourhood,0.0,zetashapes,,,US
13105,"-75.367347,40.785545,-75.347685,40.818291",uuuu,0.0,,5850dbc56594d421d2fb5f49fa457d32,,67cc7ac69d687b9245ba28bd38d24a6a,40.800523,-75.356548,420539403.0,uuuu,US,US,1452292135.0,40.795737,-75.358317,0.0,Clearfield,-1.0,420/539/403/420539403.geojson,neighbourhood,0.0,zetashapes,,,US
13106,"-75.327112,40.603215,-75.24758,40.656245",uuuu,0.0,,0c920a707cb42a6ce7661c570f4da9c1,,d2da6f5a881ab4be80a3f92b6879f949,40.629163,-75.284881,420539405.0,uuuu,US,US,1452292136.0,40.628279,-75.292112,0.0,Redington,-1.0,420/539/405/420539405.geojson,neighbourhood,0.0,zetashapes,,,US
13107,"-75.342745,40.550462,-75.299017,40.569085",uuuu,0.0,,b21898ea458eedca2d5dd6a48ee6a58d,,fdcb16c593f052925357e77ca9734e96,40.560296,-75.322091,420539407.0,uuuu,US,US,1452292131.0,40.558755,-75.322508,0.0,Leithsville,-1.0,420/539/407/420539407.geojson,neighbourhood,0.0,zetashapes,,,US
13108,"-76.93367,40.603772,-76.890712,40.635291",uuuu,0.0,,7afc55e65afe45ff667657b297883332,,63b51cd07d535ca1ba491b42c53d7b5d,40.61985,-76.909353,420539411.0,uuuu,US,US,1452292125.0,40.625296,-76.902559,0.0,Malta,-1.0,420/539/411/420539411.geojson,neighbourhood,0.0,zetashapes,,,US
13109,"-76.775058,41.100861,-76.763349,41.108176",uuuu,85633793.0,,23b3c63352916023737b6c55895dc32c,,2eedb67def05ccb104639bc3d3402ff2,41.104121,-76.769272,420539413.0,uuuu,US,US,1452292126.0,41.10426,-76.770159,101717057.0,Five Points,101717057.0,420/539/413/420539413.geojson,neighbourhood,85688481.0,zetashapes,,,US
13110,"-76.564454,40.782821,-76.560514,40.784282",uuuu,85633793.0,,c36568ea04464d5fe232bd6702b39a77,,fd03af6b1a0d7c56a4bdf67a7091bf32,40.783564,-76.562179,420539415.0,uuuu,US,US,1452292133.0,40.783659,-76.562022,101716943.0,Fairview,101716943.0,420/539/415/420539415.geojson,neighbourhood,85688481.0,zetashapes,,,US
13111,"-76.727338,40.875691,-76.69623,40.893651",uuuu,0.0,,0f691c540028988f8413ef7f8ea5406e,,698bd9fb4905428c375b342b3eb9a791,40.885486,-76.712743,420539417.0,uuuu,US,US,1452292129.0,40.885295,-76.714,0.0,Keefers,-1.0,420/539/417/420539417.geojson,neighbourhood,0.0,zetashapes,,,US
13112,"-76.613982,40.91486,-76.557494,40.951262",uuuu,0.0,,a47d3f95aca25c2ea8ca3a70876c54b8,,f9bbea26a1a6d302742679ed8b7d6fc5,40.932945,-76.575839,420539419.0,uuuu,US,US,1452292136.0,40.947153,-76.598532,0.0,Boyd,-1.0,420/539/419/420539419.geojson,neighbourhood,0.0,zetashapes,,,US
13113,"-76.849483,40.809374,-76.819038,40.83358",uuuu,0.0,2015-12-29,943dd6ce7a8b913384468245dac80e93,,7e8d42a3981d6e569bdf1935aa57d2d7,40.820263,-76.835627,420539421.0,uuuu,US,US,1452292132.0,40.815893,-76.839429,0.0,Selinsgrove Junction,-1.0,420/539/421/420539421.geojson,neighbourhood,0.0,zetashapes,420539649.0,,US
13114,"-76.723376,40.834489,-76.690902,40.861913",uuuu,0.0,,891b38da1e3318fa98c753882543fcb2,,79d3d40218dd27af99d571ba65cfc7a0,40.843524,-76.707137,420539423.0,uuuu,US,US,1452292126.0,40.844257,-76.705753,0.0,Millers Crossroads,-1.0,420/539/423/420539423.geojson,neighbourhood,0.0,zetashapes,,,US
13115,"-76.627906,40.829445,-76.537628,40.882784",uuuu,0.0,,6cc19aef761a3b76ad709c74cafebee4,,5bc2bc8060d8ea604ed984f749882e5f,40.856867,-76.586817,420539425.0,uuuu,US,US,1452292129.0,40.856497,-76.587516,0.0,Shamrock,-1.0,420/539/425/420539425.geojson,neighbourhood,0.0,zetashapes,,,US
13116,"-76.452207,40.778772,-76.435149,40.786957",uuuu,0.0,,140f474d5064c810ab2f3fc10686636e,,e712785a13b55b60f0ff48c8ae8deb0d,40.783823,-76.446254,420539429.0,uuuu,US,US,1452292136.0,40.783804,-76.448254,0.0,Mount Carmel Junction,-1.0,420/539/429/420539429.geojson,neighbourhood,0.0,zetashapes,,,US
13117,"-76.636738,40.841293,-76.604189,40.850609",uuuu,0.0,,3ea27d86062d255c1409385acbd753e7,,54a327e62dc36ebfd03504db7ab8dd35,40.845901,-76.623677,420539431.0,uuuu,US,US,1452292126.0,40.845748,-76.623677,0.0,Mayfair,-1.0,420/539/431/420539431.geojson,neighbourhood,0.0,zetashapes,,,US
13118,"-76.677343,40.94917,-76.671353,40.955935",uuuu,0.0,,f93246aa78a0a1d3c6e5c4dc9182a970,,f11255ededfe7663af3e0ea50ffe4ca9,40.952478,-76.674481,420539433.0,uuuu,US,US,1452292126.0,40.95278,-76.674685,0.0,Chulasky,-1.0,420/539/433/420539433.geojson,neighbourhood,0.0,zetashapes,,,US
13119,"-76.755558,40.846872,-76.717551,40.862958",uuuu,0.0,,d0ffe491f6aab4c870386403280d0f97,,dacce6548bca09336658da04b6113684,40.853978,-76.737342,420539435.0,uuuu,US,US,1452292135.0,40.853666,-76.735456,0.0,Wolfs Crossroads,-1.0,420/539/435/420539435.geojson,neighbourhood,0.0,zetashapes,,,US
13120,"-76.933999,40.613484,-76.882806,40.638869",uuuu,0.0,2015-12-29,54a2e3622ee0b517c8fab52deb49ad88,,0b970dd14ab47cb81c85b1cd9986e71e,40.627973,-76.913432,420539437.0,uuuu,US,US,1452292133.0,40.627114,-76.915573,0.0,Hickory Corners,-1.0,420/539/437/420539437.geojson,neighbourhood,0.0,zetashapes,420539651.0,,US
13121,"-77.330809,40.275923,-77.265289,40.345792",uuuu,0.0,,90437348a7fa2e8ccf23dbc39c64bc77,,4798eec61051bfce3ca44cb183799663,40.323,-77.289221,420539439.0,uuuu,US,US,1452292128.0,40.333282,-77.294667,0.0,Bridgeport,-1.0,420/539/439/420539439.geojson,neighbourhood,0.0,zetashapes,,,US
13122,"-77.074419,40.544042,-76.996165,40.604373",uuuu,0.0,,b993cfd00ae6d9b17caf4fbca6bf2747,,b91298226372df6abdc1cbf1bf698fac,40.576767,-77.035792,420539441.0,uuuu,US,US,1452292125.0,40.578791,-77.03651,0.0,Centerville,-1.0,420/539/441/420539441.geojson,neighbourhood,0.0,zetashapes,,,US
13123,"-77.12842,40.321997,-76.958456,40.361015",uuuu,0.0,,61359236476f0600489e50d4e7e95538,,95018ee616204b757072dbdde6a2f1cd,40.335823,-77.05003,420539443.0,uuuu,US,US,1452292134.0,40.333655,-77.049634,0.0,Keystone,-1.0,420/539/443/420539443.geojson,neighbourhood,0.0,zetashapes,,,US
13124,"-77.42456,40.33628,-77.339736,40.371052",uuuu,0.0,,4ffadf314c4e48c207bf51b64d5bfafe,,5a3df7d29468c7c401e81351d0af0f7d,40.354929,-77.393693,420539447.0,uuuu,US,US,1452292132.0,40.358209,-77.397207,0.0,Center,-1.0,420/539/447/420539447.geojson,neighbourhood,0.0,zetashapes,,,US
13125,"-77.503483,40.356848,-77.345133,40.425049",uuuu,0.0,,237015e72c6003b37c03dce02f25e78a,,34fd19c67d74ad1a4827b7e2464a5a81,40.390337,-77.413717,420539449.0,uuuu,US,US,1452292136.0,40.387221,-77.419212,0.0,Kistler,-1.0,420/539/449/420539449.geojson,neighbourhood,0.0,zetashapes,,,US
13126,"-77.61006,40.232536,-77.334303,40.468752",uuuu,0.0,,c0806b8eb06253cabbbdd53ff6e10933,,d9d2e4fbcca879bfb3f8549ee3721603,40.33402,-77.484495,420539451.0,uuuu,US,US,1452292129.0,40.318133,-77.497953,0.0,Mount Pleasant,-1.0,420/539/451/420539451.geojson,neighbourhood,0.0,zetashapes,,,US
13127,"-77.393582,40.421868,-77.334262,40.478175",uuuu,0.0,,e58846502a50204f3b096e87e183a6f1,,5bad34c90b74dbe6b404444821b1727c,40.452082,-77.364982,420539453.0,uuuu,US,US,1452292133.0,40.452786,-77.354766,0.0,Roseburg,-1.0,420/539/453/420539453.geojson,neighbourhood,0.0,zetashapes,,,US
13128,"-77.005736,40.461259,-76.948694,40.504809",uuuu,0.0,2015-12-29,1c34e60568dd5509724b98d3a43ac77c,,c1615a3b3610ac3e3704f2182f72ec81,40.486462,-76.97362,420539455.0,uuuu,US,US,1452292135.0,40.491809,-76.980316,0.0,Half Falls,-1.0,420/539/455/420539455.geojson,neighbourhood,0.0,zetashapes,420537761.0,,US
