,bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country
53075,"-3.64205115709,37.218524011,-3.61664783839,37.2342189554",uuuu,85633129.0,,4cbbe68ea266785ebbdb63577dfada6d,,0465601173b23d1ce184564f1ad32c20,37.223279,-3.629802,101832197.0,uuuu,ES,ES,1452292185.0,37.222863,-3.629649,101832197.0,Monteluz,404335329.0,101/832/197/101832197.geojson,locality,85682731.0,quattroshapes,,,ES
53076,"-3.60837530727,37.2147438118,-3.60077305176,37.2214715511",uuuu,85633129.0,,65d8d1513db1e88d65f06f6a6a883166,,2987a3f92ee4bc7b8573817eaff5dbb3,37.218598,-3.604217,101832199.0,uuuu,ES,ES,1452292183.0,37.218993,-3.604275,101832199.0,Pulianillas,404335349.0,101/832/199/101832199.geojson,locality,85682731.0,quattroshapes,,,ES
53077,"-3.68515813909,36.7291649717,-3.66026628905,36.7499205651",uuuu,85633129.0,,8e27b7438320cba55914d15625579a29,,13b81e5d093fd45442a9762395afe2d9,36.739087,-3.67327,101832203.0,uuuu,ES,ES,1452292184.0,36.739812,-3.672421,101832203.0,Velilla-Taramay,404335085.0,101/832/203/101832203.geojson,locality,85682731.0,quattroshapes,,,ES
53079,"-1.19979279803,37.9447859201,-1.17309515958,37.9634710328",uuuu,85633129.0,,7dc4d86d389d5c5445597cf419630c2f,,a55303ce46a9dfc07b23820c036e492e,37.952431,-1.187918,101832207.0,uuuu,ES,ES,1452292185.0,37.952797,-1.192166,101832207.0,San Ginés,404339385.0,101/832/207/101832207.geojson,locality,85682791.0,quattroshapes,,,ES
53080,"-0.788590244797,37.8191616023,-0.774295565256,37.8423328284",uuuu,85633129.0,,65375a9a9f73c16532d0c92c5765b68f,,53bad8bb62256b9027bff95ebbaabff8,37.829229,-0.780919,101832209.0,uuuu,ES,ES,1452292185.0,37.834684,-0.780935,101832209.0,"Cuarteros,Los",404339399.0,101/832/209/101832209.geojson,locality,85682791.0,quattroshapes,,,ES
53081,"-1.17531478991,37.9634258268,-1.16604556367,37.9698220721",uuuu,85633129.0,,24a4fca06c3aae9b48a1d2ec433e4bf1,,4dbf353a33843d9a28f28e29421071ed,37.966951,-1.169863,101832211.0,uuuu,ES,ES,1452292184.0,37.968245,-1.16909,101832211.0,Era Alta,404339385.0,101/832/211/101832211.geojson,locality,85682791.0,quattroshapes,,,ES
53082,"-1.17508123848,37.9693311938,-1.16788300391,37.9735529883",uuuu,85633129.0,,8a3584ea1ad14dc8c220cb35eba4da6f,,a7fc8376b356386ce1526e1372fa30ec,37.971389,-1.1715,101832213.0,uuuu,ES,ES,1452292183.0,37.971362,-1.171071,101832213.0,Nonduermas,404339385.0,101/832/213/101832213.geojson,locality,85682791.0,quattroshapes,,,ES
53083,"-1.20800824848,37.9778813076,-1.19068187906,37.9944536352",uuuu,85633129.0,,e6f90f3e2c2442dc32bfe9b6157a5ad2,,4b60fbc96fc966fa6d60c41bd276cb11,37.988927,-1.20012,101832215.0,uuuu,ES,ES,1452292185.0,37.990007,-1.199497,101832215.0,La Ñora,404339385.0,101/832/215/101832215.geojson,locality,85682791.0,quattroshapes,,,ES
53085,"-0.846915450461,37.7822983907,-0.806096097667,37.8161984431",uuuu,85633129.0,,120d8c15c1e9674216f404bc9f540414,,2b86fb38f7fc32c3638afe28488decf8,37.800271,-0.826252,101832221.0,uuuu,ES,ES,1455925092.0,37.802143,-0.834446,101832221.0,San Javier,404339397.0,101/832/221/101832221.geojson,locality,85682791.0,quattroshapes,,,ES
53086,"-0.804838305766,37.823239125,-0.782395315,37.8466555845",uuuu,85633129.0,,5103d887c78dd0be26e2702270490356,,e0733077c9ff809415535165e22b025a,37.833961,-0.792789,101832223.0,uuuu,ES,ES,1455925092.0,37.834253,-0.792788,101832223.0,San Pedro del Pinatar,404339399.0,101/832/223/101832223.geojson,locality,85682791.0,quattroshapes,,,ES
53087,"-1.18094714801,37.9253696828,-1.15458854279,37.9438314816",uuuu,85633129.0,,78edbc2e49cca4f4af32ba05f1993c84,,41f0364d30bd88dc703438a811edd8ff,37.936599,-1.165471,101832225.0,uuuu,ES,ES,1452292184.0,37.937327,-1.164173,101832225.0,"Palmar,El",404339385.0,101/832/225/101832225.geojson,locality,85682791.0,quattroshapes,,,ES
53088,"-1.15010358791,37.9311188165,-1.1306900036,37.9462060632",uuuu,85633129.0,,7fa7701e98f2f81b18a254b9ccaffb0f,,150b5396ab670a3bdab468b5c9982f25,37.938007,-1.141129,101832227.0,uuuu,ES,ES,1452292183.0,37.937422,-1.141791,101832227.0,Alberca de las Torres,404339385.0,101/832/227/101832227.geojson,locality,85682791.0,quattroshapes,,,ES
53089,"-1.13414307892,37.9318756773,-1.12416668948,37.945861633",uuuu,85633129.0,,15bf0ef2e1df50a8d352eacb4c7eb6c3,,7e009f407524f756e6fa0bf392ba3c91,37.93981,-1.129721,101832229.0,uuuu,ES,ES,1452292185.0,37.940076,-1.130477,101832229.0,Santo Ángel,404339385.0,101/832/229/101832229.geojson,locality,85682791.0,quattroshapes,,,ES
53090,"-1.09579927791,37.9513582439,-1.08523740906,37.9628993239",uuuu,85633129.0,,afe9cdbe8711480dd059262a6c982271,,9c56f3865616d2d6cc1c307dd7b1a9c9,37.956655,-1.090619,101832231.0,uuuu,ES,ES,1452292184.0,37.956412,-1.090539,101832231.0,"Garres,Los",404339385.0,101/832/231/101832231.geojson,locality,85682791.0,quattroshapes,,,ES
53091,"-1.23080985316,37.951139269,-1.19378143087,37.9787214167",uuuu,85633129.0,,6797747f67c1abfe781ecd2e7110cded,,488a3a9f05dfa2b50bef8adfb0e74773,37.966356,-1.212379,101832233.0,uuuu,ES,ES,1455925101.0,37.97174,-1.218271,101832233.0,Alcantarilla,404339329.0,101/832/233/101832233.geojson,locality,85682791.0,quattroshapes,,,ES
53093,"-1.06102726112,37.972117145,-1.04254180472,37.9873679071",uuuu,85633129.0,,6f7252a43e66045da9162d392a51b61c,,1fa2ed06bab8b167b22372ab8b58f7f2,37.979715,-1.052889,101832239.0,uuuu,ES,ES,1452292183.0,37.980293,-1.052749,101832239.0,Torreagüera,404339385.0,101/832/239/101832239.geojson,locality,85682791.0,quattroshapes,,,ES
53094,"-1.04176076445,38.0110948487,-1.03165985477,38.0186548069",uuuu,85633129.0,,42dc57e2c129f8fc588b19fd9ffb6d83,,fbcfa1564f31ceb22d84f91066b70d07,38.014396,-1.037579,101832241.0,uuuu,ES,ES,1452292186.0,38.014171,-1.037655,101832241.0,Alquerías,404339385.0,101/832/241/101832241.geojson,locality,85682791.0,quattroshapes,,,ES
53095,"-1.13441627603,38.0197274651,-1.11566788722,38.035184452",uuuu,85633129.0,,492cc8c3cd03b0e88925d62be668faae,,0896d7739967d81fe4f93e4771ec055b,38.026527,-1.123762,101832243.0,uuuu,ES,ES,1457385117.0,38.026026,-1.124477,101832243.0,Cabezo de Torres,404339385.0,101/832/243/101832243.geojson,locality,85682791.0,quattroshapes,,,ES
53096,"-1.15319182765,38.0156966162,-1.12937235125,38.0448895448",uuuu,85633129.0,,4025382661d8a7946ea6c328168276e9,,0641764b2d30e97a6fcdb91c119f58e7,38.031485,-1.141935,101832245.0,uuuu,ES,ES,1452292186.0,38.025887,-1.138145,101832245.0,Churra,404339385.0,101/832/245/101832245.geojson,locality,85682791.0,quattroshapes,,,ES
53097,"-1.18799410049,38.0753727896,-1.14794346893,38.1042115649",uuuu,85633129.0,,3f7d1143e9d106e2b1a1278d938763c4,,a14f5985534f6fb638f3fab2d130774d,38.091324,-1.165666,101832247.0,uuuu,ES,ES,1452292184.0,38.095055,-1.169004,101832247.0,La Alcayna,404339379.0,101/832/247/101832247.geojson,locality,85682791.0,quattroshapes,,,ES
53098,"-1.19369529899,38.0543762908,-1.15169909981,38.0977891592",uuuu,85633129.0,,df48a633c2b5aa1e0682e2e107c75ed5,,e7813bb9f7f6bdf0a0ee5a7c2b311b5e,38.073076,-1.172097,101832249.0,uuuu,ES,ES,1452292183.0,38.071577,-1.176218,101832249.0,Altorreal,404339379.0,101/832/249/101832249.geojson,locality,85682791.0,quattroshapes,,,ES
53099,"-1.31715201338,38.1095603551,-1.30394434701,38.1217458908",uuuu,85633129.0,,b3d0f85f9433ce3ea81f5437f5490eb8,,427268922d2f9c9510ce92f9c378beda,38.11598,-1.309995,101832251.0,uuuu,ES,ES,1452292183.0,38.115402,-1.309895,101832251.0,Providencia,404339413.0,101/832/251/101832251.geojson,locality,85682791.0,quattroshapes,,,ES
53100,"-1.09998752723,38.0055796418,-1.08903846174,38.0109982701",uuuu,85633129.0,,020b9fa37132139d7e23583de9369a3e,,b07fc5b63e6501632f5386d221f20671,38.008441,-1.093499,101832253.0,uuuu,ES,ES,1452292185.0,38.008564,-1.091757,101832253.0,Lugar de Casillas,404339385.0,101/832/253/101832253.geojson,locality,85682791.0,quattroshapes,,,ES
53101,"-1.09082784143,38.0066377702,-1.08031734699,38.0129059404",uuuu,85633129.0,,033e744a01eb2170023889e8602dfdf9,,a80ae66daf41950f8266c0e82770f93a,38.010539,-1.085833,101832257.0,uuuu,ES,ES,1452292184.0,38.011573,-1.085912,101832257.0,Casillas,404339385.0,101/832/257/101832257.geojson,locality,85682791.0,quattroshapes,,,ES
53102,"-1.040838546,38.0114973906,-1.0275570856,38.0189221152",uuuu,85633129.0,,7312481837f7d240a811e108d3441241,,296ae3f5dea7f46cc960f16e06c0e8de,38.015115,-1.03226,101832259.0,uuuu,ES,ES,1452292183.0,38.014955,-1.03174,101832259.0,Huerta de Alquerías,404339385.0,101/832/259/101832259.geojson,locality,85682791.0,quattroshapes,,,ES
53103,"-1.06940126269,37.9647610227,-1.05592894946,37.9775104024",uuuu,85633129.0,,1cbb87cc5bb89ef3c4b3eaea494fae3e,,86bb09c7ea84e8be50a668a098b893c9,37.970922,-1.062884,101832261.0,uuuu,ES,ES,1452292183.0,37.973996,-1.059745,101832261.0,"Bojal, El",404339385.0,101/832/261/101832261.geojson,locality,85682791.0,quattroshapes,,,ES
53104,"-1.08800096983,37.9566499587,-1.07536811679,37.9714563474",uuuu,85633129.0,,3fbee1782e2552d0c87b11a00eeaf2b3,,7cccfb7e24b7deee30f65c608a11bfca,37.964262,-1.081222,101832263.0,uuuu,ES,ES,1452292186.0,37.966786,-1.081128,101832263.0,San José de la Vega,404339385.0,101/832/263/101832263.geojson,locality,85682791.0,quattroshapes,,,ES
53105,"-0.786147687611,37.6160284981,-0.772873648071,37.6260192195",uuuu,85633129.0,,338a0c5edb3d012df7f07f83ee32531c,,4e858f4c2b22d48e0ec8d1f4ae43d1ca,37.621947,-0.778666,101832265.0,uuuu,ES,ES,1452292184.0,37.622122,-0.778214,101832265.0,"Belones, Los",404339353.0,101/832/265/101832265.geojson,locality,85682791.0,quattroshapes,,,ES
53106,"-0.77998293289,37.6084514364,-0.773975890167,37.6169346074",uuuu,85633129.0,,7f918b1294557551ddb080a410881dc4,,5603c3a94caa0f6150aac187d98c6f92,37.612849,-0.776801,101832267.0,uuuu,ES,ES,1452292185.0,37.613164,-0.777159,101832267.0,"Mateos, Los",404339353.0,101/832/267/101832267.geojson,locality,85682791.0,quattroshapes,,,ES
53107,"-0.84140112554,37.7510703189,-0.821296453102,37.7669667723",uuuu,85633129.0,,c13a83f3ea6fc440995d203c3c15bcba,,75ff32508d5967c673a1c1e629456e8d,37.759072,-0.831638,101832269.0,uuuu,ES,ES,1452292185.0,37.759578,-0.830952,101832269.0,Punta Calera,404339419.0,101/832/269/101832269.geojson,locality,85682791.0,quattroshapes,,,ES
53108,"-0.861767793951,37.7489287522,-0.832299290969,37.7779937099",uuuu,85633129.0,,5dac13209498fc8b0fdf5d32a085c576,,e18dbfd374b28a47cfc4f9c5b96887fd,37.763476,-0.846212,101832271.0,uuuu,ES,ES,1452292184.0,37.755251,-0.844761,101832271.0,"Narejos, Los",404339397.0,101/832/271/101832271.geojson,locality,85682791.0,quattroshapes,,,ES
