,bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country
130123,"42.5334739685,48.5233879089,42.5705566406,48.5457763672",uuuu,85632685.0,,0dba38278a02a77b7be9ebd1f327a342,,5a63d3a9748f17007ccf06c3ebf77f09,48.53534,42.551429,102006921.0,uuuu,RU,RU,1452297733.0,48.537232,42.551148,102006921.0,Kololovskiy,85688033.0,102/006/921/102006921.geojson,locality,85688033.0,quattroshapes,,,RU
130124,"40.3093070984,48.5092773438,40.3427505493,48.5428352356",uuuu,85632685.0,,cf4f4703e66e2cdd116c371122647d75,,2fa3188b0becb16749ca5d70e799d1ed,48.52775,40.324689,102006923.0,uuuu,RU,RU,1457384854.0,48.527214,40.325007,102006923.0,Glubokiy,85688033.0,102/006/923/102006923.geojson,locality,85688033.0,quattroshapes,,,RU
130125,"43.1292762756,48.5195541382,43.1411094666,48.5350570679",uuuu,85632685.0,,59b2982a2328e5e7571868853332d25b,,fc46274a859320dcab8129c6d086e1df,48.527051,43.135542,102006925.0,uuuu,RU,RU,1452297731.0,48.527034,43.135463,102006925.0,Buratskiy,85688101.0,102/006/925/102006925.geojson,locality,85688101.0,quattroshapes,,,RU
130126,"44.6350822449,48.5000267029,44.666305542,48.5211372375",uuuu,85632685.0,,57fd08c741ca2344db911a51a7e85766,,1535aad3e3b737ab8c9ce1cf60dd71d2,48.509582,44.647443,102006929.0,uuuu,RU,RU,1452297733.0,48.508289,44.645906,102006929.0,Krasnoarmeysk,85688101.0,102/006/929/102006929.geojson,locality,85688101.0,quattroshapes,,,RU
130127,"43.8863334656,48.4928016663,43.9177284241,48.5115356445",uuuu,85632685.0,,0518c7418189152206e399026587cdc3,,d4a692561b45d45bebd8627bcb0814ef,48.502739,43.90115,102006931.0,uuuu,RU,RU,1452297734.0,48.502763,43.901449,102006931.0,Buzinovka,85688101.0,102/006/931/102006931.geojson,locality,85688101.0,quattroshapes,,,RU
130128,"42.3933906555,48.479888916,42.4895553589,48.5073318481",uuuu,85632685.0,,d97e3944dd78d7a607fc7dcba0de4ffb,,97b94a1e0c8172d97a021274cb0b067c,48.492789,42.440557,102006933.0,uuuu,RU,RU,1452297732.0,48.488993,42.439829,102006933.0,'Bol''Shoy Ternovoy',85688101.0,102/006/933/102006933.geojson,locality,85688101.0,quattroshapes,,,RU
130129,"43.1446647644,48.4792518616,43.1646652222,48.4916648865",uuuu,85632685.0,,4685b07f0d954a97bb858f9fca31f156,,cc41876d0bc851b6d086368f51166439,48.48519,43.154133,102006935.0,uuuu,RU,RU,1452297734.0,48.48503,43.154133,102006935.0,Novomaksimovskiy,85688101.0,102/006/935/102006935.geojson,locality,85688101.0,quattroshapes,,,RU
130131,"44.5110015869,48.4551925659,44.5385284424,48.4851379395",uuuu,85632685.0,,602b1e2885e7f2286f173fedbf2e828f,,5f7a9389ac445cf64f40098b47320312,48.472442,44.523447,102006939.0,uuuu,RU,RU,1452297732.0,48.473494,44.522091,102006939.0,Kirova,85688101.0,102/006/939/102006939.geojson,locality,85688101.0,quattroshapes,,,RU
130132,"41.3560295105,48.4490280151,41.4261398315,48.481918335",uuuu,85632685.0,,baff27bbdf8d19160d76c4f2ee1b3802,,b0fceb209f038e1dd5e007c038c06c0d,48.465483,41.388151,102006941.0,uuuu,RU,RU,1452297733.0,48.460541,41.376464,102006941.0,Kachalin,85688033.0,102/006/941/102006941.geojson,locality,85688033.0,quattroshapes,,,RU
130133,"42.8404426575,48.4492225647,42.8644180298,48.4666099548",uuuu,85632685.0,,8e877d001d17671e9149e159fea61e05,,a802bf4101aba1938f6627342729b1cc,48.456433,42.850347,102006943.0,uuuu,RU,RU,1452297732.0,48.455871,42.850165,102006943.0,Sysoyevskiy,85688101.0,102/006/943/102006943.geojson,locality,85688101.0,quattroshapes,,,RU
