,bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country
103700,"-42.2431432519,-15.060851114,-42.2299243417,-15.0441246105",uuuu,85633009.0,,d9df4d0a2f17ecd518f4dfe9b3dcf29c,,e4ab77a53da91f34214975aa3af520f3,-15.051417,-42.237393,101947009.0,uuuu,BR,BR,1452293273.0,-15.051142,-42.237928,101947009.0,Alegre,404550839.0,101/947/009/101947009.geojson,locality,85681895.0,quattroshapes,,,BR
103702,"-41.9758000452,-14.1426999358,-41.9706000176,-14.136099968",uuuu,85633009.0,,8a2351810b1944dd040580cb3018f7f5,,4baad49eb81071539102b50065b8a331,-14.139369,-41.973571,101947013.0,uuuu,BR,BR,1452293272.0,-14.139286,-41.973531,101947013.0,Ubiraçaba,404550599.0,101/947/013/101947013.geojson,locality,85681895.0,quattroshapes,,,BR
103705,"-41.8072347951,-9.62179985315,-41.7975885693,-9.61263418379",uuuu,85633009.0,,d1270667d0775d4b98aada8176ab6adf,,717a4fdd74f3eec21b35f794b7be11c9,-9.617516,-41.802249,101947019.0,uuuu,BR,BR,1452293272.0,-9.617542,-41.802157,101947019.0,Bem-Bom,404550759.0,101/947/019/101947019.geojson,locality,85681895.0,quattroshapes,,,BR
103706,"-41.6260157672,-9.62108663017,-41.6153022568,-9.61249061263",uuuu,85633009.0,,76e572f1c63ab6e7ae76d716e0b2dcb6,,1b90b15ba263ce8a0309f240479bc759,-9.617022,-41.620604,101947021.0,uuuu,BR,BR,1452293272.0,-9.617179,-41.620676,101947021.0,Pau A Pique,404550763.0,101/947/021/101947021.geojson,locality,85681895.0,quattroshapes,,,BR
103708,"-42.0256608834,-12.1638119349,-42.020734905,-12.1573736721",uuuu,85633009.0,,e1359b00bc49c15423ecba9e632b7550,,dd619c27f8c8ca8050d4420bed7ea6b3,-12.160472,-42.023531,101947027.0,uuuu,BR,BR,1452293271.0,-12.160227,-42.023363,101947027.0,Antari,404550519.0,101/947/027/101947027.geojson,locality,85681895.0,quattroshapes,,,BR
103709,"-42.1396518924,-12.05911036,-42.1328333445,-12.0514932999",uuuu,85633009.0,,d51e371adb289b274e964340ff09472f,,13193072f18ce5447f0fe9fe18467679,-12.05565,-42.136514,101947029.0,uuuu,BR,BR,1452293272.0,-12.05566,-42.136746,101947029.0,Minas do Espírito Santo,404550521.0,101/947/029/101947029.geojson,locality,85681895.0,quattroshapes,,,BR
103710,"-42.2042550099,-12.1147741562,-42.1992521957,-12.1101377353",uuuu,85633009.0,,b1deee8efb44a7db6f767b323e8e351d,,e7c920ba1aa44668aab8e50dd7bbcfb7,-12.112465,-42.202013,101947031.0,uuuu,BR,BR,1452293272.0,-12.112634,-42.202051,101947031.0,Saudável,404550591.0,101/947/031/101947031.geojson,locality,85681895.0,quattroshapes,,,BR
103711,"-42.148600028,-13.4266348076,-42.1267961477,-13.4133075491",uuuu,85633009.0,,1d878290c00baeee998f7a807fdc121f,,cea41fa4b87112f5bf3e32cd050875f7,-13.419065,-42.137014,101947033.0,uuuu,BR,BR,1452293271.0,-13.419325,-42.137014,101947033.0,Érico Cardoso,404550379.0,101/947/033/101947033.geojson,locality,85681895.0,quattroshapes,,,BR
103714,"-41.8506921451,-13.2960167958,-41.8421413289,-13.2884198371",uuuu,85633009.0,,6e231b97f92d2ad9e304f197b1244be8,,45148959ab5e66f37c44ef98d1cb259a,-13.292395,-41.846977,101947039.0,uuuu,BR,BR,1452293273.0,-13.29265,-41.847323,101947039.0,Catolés,404550363.0,101/947/039/101947039.geojson,locality,85681895.0,quattroshapes,,,BR
103716,"-41.739,-14.045,-41.7223,-14.0261",uuuu,85633009.0,,0d63c9dbdf277460a1b72c6bab940e7c,,9a657cc84cbdf9a40095361ba189e616,-14.035743,-41.732112,101947045.0,uuuu,BR,BR,1452293273.0,-14.036086,-41.732271,101947045.0,Itaquaraí,404550597.0,101/947/045/101947045.geojson,locality,85681895.0,quattroshapes,,,BR
